quotation,code
,
Possibly...  There was an ancient bug in Smatch's function pointer handling.  I just pushed a fix for it now so the warning is there on linux-next.,technical
,
"There was no direct fix for it, but maybe this patch has something to do with the smatch error report cleanup: commit with stub functions    This change removes  and adds stub functions where    needed using the DEFINE V4L STUB FUNC macro. This fixes indirect call    mismatches with Control-Flow Integrity, caused by calling standard    ioctls using a function pointer that doesn't match the function type.  ",technical
,
I'm curious about how you finally resolved to handle these issues.I noticed Smatch is no longer reporting them.,technical
,
"Well, the issues will be there everywhere on all media drivers. I marked your patches because I need to study it carefully, after Peter's explanations. My plan is to do it next week. Still not sure if the approach you took is the best one or not. As I said, one possibility is to change the way v4l2-core handles VIDIOC ENUM foo ioctls, but that would be make harder to -stable backports.I need a weekend to sleep on it. ",technical
,
"Sadly no; the whole crux is the array bound check itself. You could maybe pass around the array size to the core code and then do something like: in generic code, and have all the drivers use f->index as usual, but even that would be quite a bit of code churn I guess.",technical
,
I saw your comment on LWN.  You argue on LWN that since the format array is static the CPU won't speculatively read past the L1 cache? I don't know if that's true.  It should be easy enough to filter out the reads into static arrays.  Peter do you know the answer here?,technical
,
"I noticed you changed the status of this series from rejected to new. Also, there are other similar issues in media/pci/I can write proper patches for all of them if you agree those are not False Positives",technical
,
"These files are generated from other files, so any future update to them will bring back the spelling mistakes, so, as Andi pointed out  previously, we better fix the spellings in the original files, maintained by Intel.",technical
,
Thanks. I forwarded to the right people.-,technical
,
"Looks like part of the problem was introduced in that patch, part well predated it (BDU).As you way, this needs to be a bit different to take into account the change to regmap.  We'll need to have that upstream before we look at a back port.  One element inline surprises me and needs further explanation. Why drop the enable setting?  Seems that we want to do this 'as well', if the device was previous enabled.",technical
,
"I have sent a patch based on iio-for-4.17b [1], Lorenzo and I are still discussing our findings. It's not just the CTRL1 reg, but also the AV CONF(0x10) rightish loses it's contents coming out of suspend. Yes, will cover this in v2.",technical
,
Greg doesn't accept patches without a commit message.  Just say which tool warned for example.,technical
,
"Is your divider using the CLK DIVIDER ROUND CLOSEST flag? When divider get val() is called, the incoming rate should already be rounded to something that is what the actual frequency would be so the rounding here hopefully doesn't matter. Maybe something is lost in translation though, because we do round rate() to figure out some divider based on a requested rate, and then we return that rate we calculated that we can achieve to the framework. In turn, that rate comes back into this divider get val()function to get the divider out of the rate again. It's sort of annoying how circular this is. Perhaps your example can show this call sequence and the associated math gymnastics that go on and then I'll be convinced that we need to update this part of the code.",technical
,
"gen tunnel() may not ever return a value larger than is a u8 and therefore can never take on a value outside of the range of 0 to 255.I'm not applying this patch, sorry.",technical
,
"I only read the code and find this possible data race. It is not found in real driver execution. I am not sure of it, so I use ""may"" and ""possible"" here.",technical
,
"Guys, any comments? That is a kinda useful feature, in worst case only some of memory could get corrupted instead of trashing the whole memory. In my experience with T20/30, the interrupt handling latency is low and blocking happens immediately after the first page fault.",technical
,
"One potential issue is with host1x clients where userspace processes can submit jobs with invalid memory accesses (addresses not mapped to IOMMU). If when such a failure happens, we disable the DMA for the whole host1x client, unrelated userspace processes may see failures even though there is no problem with their jobs.",technical
,
"Good point, I'll take a look at partial resurrection of patch [0]. Anyway I think it's still better to fail even the unrelated jobs, rather than to have corrupted memory.",technical
,
"Tsukada-san,I am not familiar with memcg so can't comment about whether the patchset is the right way to solve the problem outlined in the cover letter but had a couple of comments about this patch. Please move this before Patch 1/7. This is to prevent wrong accounting of pages to memcg for size != PMD SIZE. Instead of replacing calls to hpage nr pages(), is it possible to modify it to do the calculation? ",technical
,
I just noticed that the default state is off so the change isn't enabled until the sysfs node is exposed in the next patch. Please ignore this comment. One below still applies.,technical
,
"Thank you for review my code and please just call me Tsukada.I think it is possible to modify the inside of itself rather than replacing the call to hpage nr pages().Inferring from the processing that hpage nr pages() desires, I thought that the definition of hpage nr pages() could be moved outside the CONFIG TRANSPARENT HUGEPAGE. It seems that THP and HugeTLBfs can be handled correctly because compound order() is judged by seeing whether itis PageHead or not. Also, I would like to use compound order() inside hpage nr pages(), but since huge mm.h is included before mm.h where compound order() is defined, move hpage nr pages to mm.h. Instead of patch 3/7, are the following patches implementing what you intended?",technical
,
"I was staring at memcg code to better understand your changes and had the below thought. Instead of tying the surplus huge page charging control per-hstate,could the control be made per-memcg? This can be done by introducing a per-memory controller file in sysfs(memory.charge surplus hugepages?) that indicates whether surplus hugepages are to be charged to the controller and forms part of the total limit. IIUC, the limit already accounts for page and swap cache pages. This would allow the control to be enabled per-cgroup and also keep the userspace control interface in one place. As said earlier, I'm not familiar with memcg so the above might not be a feasible but think it'll lead to a more coherent user interface. Hopefully, more knowledgeable folks on the thread can chime in.",technical
,
That looks a lot better. Thanks for giving it a go.,technical
,
"Thank you for good advise. As you mentioned, it is better to be able to control by per-memcg. After organizing my thoughts, I will develop the next version patch-set that can solve issues and challenge again.",technical
,
" Thank you for your feedback. That makes sense, surplus hugepages are charged to both memcg and hugetlb cgroup, which may be contrary to cgroup design philosophy. Based on the above advice, I have considered the following improvements, what do you think about? The 'charge surplus hugepages' of v2 patch-set was an option to switch ""whether to charge memcg in addition to hugetlb cgroup"", but it will be abolished. Instead, change to ""switch only to memcg instead of hugetlb cgroup"" option. This is called 'surplus charge to memcg'.The surplus charge to memcg option is created in per hugetlb cgroup. If it is false(default), charge destination cgroup of various page types is the same as the current kernel version. If it become true, hugetlbc group stops accounting for surplus hugepages, and memcg starts accounting instead. A table showing which cgroups are charged: I stared at the commit log of mm/hugetlb cgroup.c, but it did not seem to have specially considered of surplus hugepages. Later, I will send a mail to hugetlb cgroup's committer to ask about surplus hugepages charge specifications.",technical
,
"I went back and looked at surplus huge page allocation.  Previously, I made a statement that the hugetlb controller accounts for surplus huge pages. Turns out that may not be 100% correct. Thanks to Michal, all surplus huge page allocation is performed via the alloc surplus huge page() routine.  This will ultimately call into the buddy allocator without any cgroup charges.  Calls to alloc surplus huge page are made from:- alloc huge page() when allocating a huge page to a mapping/file.  In this  case, appropriate calls to the hugetlb controller are in place.  So, any  limits are enforced here.- gather surplus pages() when allocating and setting aside 'reserved' huge  pages. No accounting is performed here.  Do note that in this case the  allocated huge pages are not assigned to the mapping/file.  Even though  'reserved', they are deposited into the global pool and also counted as  'free'.  When these reserved pages are ultimately used to populate a  file/mapping, the code path goes through alloc huge page() where appropriate  calls to the hugetlb controller are in place. So, the bottom line is that surplus huge pages are not accounted for when they are allocated as 'reserves'.  It is not until these reserves are actually used that accounting limits are checked.  This 'seems' to align with general allocation of huge pages within the pool.  No accounting is done until they are actually allocated to a mapping/file.",technical
,
"Thank you for your time. I do not know if it is really a strong use case, but I will explain my motive in detail. English is not my native language, so please pardon my poor English. I am one of the developers for software that managing the resource used from user job at HPC-Cluster with Linux. The resource is memory mainly. The HPC-Cluster may be shared by multiple people and used. Therefore, the memory used by each user must be strictly controlled, otherwise the user's job will runaway, not only will it hamper the other users, it will crash the entire system in OOM. Some users of HPC are very nervous about performance. Jobs are executed while synchronizing with MPI communication using multiple compute nodes. Since CPU wait time will occur when synchronizing, they want to minimize the variation in execution time at each node to reduce waiting times as much as possible. We call this variation a noise.THP does not guarantee to use the Huge Page, but may use the normal page. This mechanism is one cause of variation (noise).The users who know this mechanism will be hesitant to use THP. However, the users also know the benefits of the Huge Page's TLB hit rate performance, and the Huge Page seems to be attractive. It seems natural that these users are interested in HugeTLBfs, I do not know at all whether it is the right approach or not. At the very least, our HPC system is pursuing high versatility and we have to consider whether we can provide it if users want to use HugeTLBfs. In order to use HugeTLBfs we need to create a persistent pool, but in our use case sharing nodes, it would be impossible to create, delete or resize the pool. One of the answers I have reached is to use HugeTLBfs by overcommitting without creating a pool (this is the surplus hugepage).Surplus hugepages is hugetlb page, but I think at least that consuming buddy pool is a decisive difference from hugetlb page of persistent pool. If nr overcommit hugepages is assumed to be infinite, allocating pages for surplus hugepages from buddy pool is all unlimited even if being limited by memcg. In extreme cases, overcommitment will allow users to exhaust the entire memory of the system. Of course, this can be prevented by the hugetlb cgroup, but even if we set the limit for memcg and hugetlb cgroup respectively, as I asked in the first mail(set limit to 10GB), the control will not work. I thought I could charge surplus hugepages to memcg, but maybe I did not have enough knowledge about memcg. I would like to reply to another mail for details. Actually, I am opposed to the 64KB page, but the proposal to change the page size is expected to be dismissed as a problem.",technical
,
"Because they have already allocated from the buddy allocator so the end result is very same. But this is simply not correct. Surplus pages are fluid. If you increase the hugetlb size they will become regular persistent hugetlb pages. Not really. Memcg accounts primarily for reclaimable memory. We do account for some non-reclaimable slabs but the life time should be at least bound to a process life time. Otherwise the memcg oom killer behavior is not guaranteed to unclutter the situation. Hugetlb pages are simply persistent. Well, to be completely honest tmpfs pages have a similar problem but lacking the swap space for them is kind a configuration bug.Ohh, it is very much interested. The primary goal of memcg is to enforce the limit. How are you going to do that in an absence of the reclaimable memory? And quite a lot of it because hugetlb pages usually consume a lot of memory. It does change when ou change the hugetlb pool size, migrate pages between per-numa pools (have a look at adjust pool surplus).",technical
,
"Sure, asking for guarantee makes hugetlb pages attractive. But nothing is really for free, especially any resource  guarantee , and you have to pay an additional configuration price usually. Why? I can see this would be quite a PITA but not really impossible. Not really, you can specify how much you can overcommit hugetlb pages",technical
,
"I really can not understand what's wrong with this. That page is obviously released before being added to the persistent pool, and at that time it is uncharged from memcg to which the task belongs(This assumes my patch-set).After that, the same page obtained from the pool is not surplus hugepage so it will not be charged to memcg again. Absolutely you are saying the right thing, but, for example, can mlock(2)edpages be swapped out by reclaim?(What is the difference between mlock(2)edpages and hugetlb page?) Simply kill any of the tasks belonging to that memcg. Maybe, no one wants reclaim at the time of account of with surplus hugepages.[...]As I looked at, what kind of fatal problem is caused by charging surplus hugepages to memcg by just manipulating counter of statistical information?",technical
,
"I do not see anything like that. adjust pool surplus is simply and accounting thing. At least the last time I've checked. Maybe your patchset handles that? No mlocked pages cannot be reclaimed and that is why we restrict them to a relatively small amount . But that will not release the hugetlb memory, does it? Fatal? Not sure. It simply tries to add an alien memory to the memcg concept so I would presume an unexpected behavior (e.g. not being able to reclaim memcg or, over reclaim, trashing etc.).",technical
,
"Yes. If do not support multiple size hugetlb pages such as x86, because number of pages between THP and hugetlb is same, the failure rate of obtaining a compound page is same, as you said. I think that what you say is absolutely right. I understand the superiority of THP, but there are scenes where k hugepaged occupies cpu due to page fragmentation. Instead of overcommit, setup a persistent pool once, I think that hugetlb can be superior, such as memory allocation performance exceeding THP. I will try to find a good way to use hugetlb page. I sincerely thank you for your help.",technical
,
"Note.  You do not want to use THP because ""THP does not guarantee"". Using hugetlbfs overcommit also does not provide a guarantee.  Without doing much research, I would say the failure rate for obtaining a hugepage via THP and hugetlbfs overcommit is about the same.  The most difficult issue in both cases will be obtaining a ""huge page"" number of pages from the buddy allocator.I really do not think hugetlbfs overcommit will provide any benefit over THP for your use case.  Also, new user space code is required to ""fall back"" to normal pages in the case of hugetlbfs page allocation failure.  This is not needed in the THP case.",technical
,
"This is inconsistent with the ext2 and xfs implementations ...I'm worried this is too much complexity to push down to the filesystems. When should errors get reported through the return value; when should they be reported through the errseq t?Can we hide all of this?  Maybe ext4 could do: (we'd need to make calling errseq set(x, 0) be a no-op instead of an error) and then the caller is the one who takes care of calling errseq check and advance() so we don't have to pass 'since' into each filesystem.",technical
,
"Thanks, I wasn't sure about xfs. I'll drop this hunk.FWIW, I think pushing this call down into the sync fs routines is still probably the right thing to do, regardless of the state of the later patches.I patterned the name after the call mmap (and now-defunct call fsync) helpers. I'll rename it and change it to be non-inclined.",technical
,
"An earlier patch that pushed this down into the sync fs routines. We call this today for all filesystems, and I wasn't sure about xfs.Christoph already pointed out that it's not needed so it's removed from my current branch.Ok, sounds good. I'll fix that too.FWIW, we'll actually want to advance the cursor even if xfs log force returns an error to ensure that we don't end up reporting errors twice, but that's simple enough to do.",technical
,
"XFS never uses the block device mapping for anything, so this is not needed. The proper name for this would be vfs sync fs.  And I don't think it warrants an inline.",technical
,
"fs/udf/unicode.c also uses char2uni and uni2char but evades your SMPLpatch. So you'll need to fix that up manually. Also note that I have some changes to that area queued in my tree.					",technical
,
"Ah, OK, now I see that you've handled that in patch 3. Sorry for the noise.",technical
,
"Thank you for the patch! Yet something to improve:[auto build test ERROR on linus/master][also build test ERROR on v4.17-rc7][cannot apply to next-20180530][if your patch is applied to the wrong git tree, please drop us a note to help improve the system]",technical
,
Hmm.  Don't we also need to cover suspend-to-idle?,technical
,
"Well, if you agree with the approach then I would look into it.",technical
,
"As long as the SYSTEM SUSPEND system state is defined unambiguously, I don't have a problem with doing this.",technical
,
Should be fixed in my for-next branch,technical
,
"The help text above should be indented (as below), with one tab + 2 spaces.",technical
,
"   Sure, I will send v2 patch with the corrected indentation.",technical
,
"Thanks, I've picked this up.",technical
,
"  builtin expect returns always long, see the GCC documentation (it used to return int in very old gcc versions such as 2.96).I think this is a bug in the macro   branch check  . The variable       r should be long, but it is int. This bug may cause misbehavior of other kernel parts (i.e. truncation of long value to int), so it should be fixed in   branch check   - not in dm-write cache.",technical
,
"Nice catch. I'm curious to what that bug was. Anyway, I can pull this in my tree and test it.",technical
,
Eric points out this wont initialize the rest of the dest if src if less than size.,technical
,
"Hi,This should be the very first line.And this is redundant with the SPDX header. These two pinctrl property aren't needed. Each step should increase the perceived brightness by roughly 1/Nth, N being the number of steps. Usually PWM backlights don't work like that. You can drop these two pinctrl properties as well And all these nodes. Thanks! ",technical
,
"The X11 license notice states explicitly that the notice has to be included in the file.  Wouldn't removing it be a violation of the license?FYI, this was copied from another .dts file.  All of the other brightness-levels settings in sun{4,5,7}i .dts files follow similar patterns",technical
,
"Well, the top bit that I quoted above says that the licenses refer to only that one file in particular and not the project as a whole.  Then the X11 license states that the notice can't be removed from 'this software and associated documentation files (the ""Software"")' which would seem to refer to the single file.  Therefore, removing the notice from the single file and replacing it with an SPDX header would seem to violate the license.It's a fine point but it makes me nervous.  I originally based my .dtson sun4i-a10-inet1.dts.  I've CC'd the original copyright holder, Hansde Goede.  Hans, are you willing to give permission for the license notice to be replaced with just an SPDX header indicating the dual licensing? While we're at it, there are a number of other files with the same license text.  Hans, are you prepared to give permission for your other license notices to be replaced with SPDX headers? ",technical
,
"HI, Yes that is fine by me and you've my permission to switch to using just the SPDX header.FWIW I do not believe the ""can't be removed from 'this software and associated documentation files (the ""Software"")'"" language applies to the software as a whole and not individual files. Yes you may make the same change to all files with my copyright. ",technical
,
"Excellent, thanks! :-)",technical
,
This looks a lot like phy write mmd().  ,technical
,
"thanks for the hint. But actually I cannot confirm - or I don't see it yet. Without having tested, just from the code, the struct phy driver instance for PHY ID KSZ8061 in micrel.c does not have a .write mmd function assigned, thus phy write mmd should evaluate to its else-clause (see below) and not to mdiobus write (as in phy write).Also the function which I have added uses the same principle as already existing HW-specific functions in micrel.c for similar reasons (kszphy extended write and ksz9031 extended write).They use phy write all over the place in that file and never phy write mmd - for whatever reason they had. Thus I thought it would be a good idea ...",technical
,
"thanks for your feedback. I was on holiday, thus just delayed, not forgotten...Sorry for top-posting - odd company default mail setup. I checked again phy write mmd(), you are right !Patch with changed implementation will follow. PHY link failure after cable connect Please don't top post. And wrap your lines at around 75 characters Look closely at the two implementations. Look at what mmd phy indirect() does. I  think  these are identical. So don't add your own helper, please use the core code.     ",technical
,
"is more of a glue layer, and this is more device specific. While I like adding it here for more common code, it should probably reside in the ntb hw *.c files to enforce the hw specific code all reside in that layer.  So, this probably needs to be replaced with a patch which adds the setting of the mask to the switchtec driver.",technical
,
"This is a very long way of saying ""no clients are checking the error codes,  so removing them"". :)I think the history and references to follow-on patches are not necessary in the commit message and belong more in a 0/X.This is more of a feature than a bug fix.  Can you break this (and the pingpong and perf changes caused by this) off into a separate series, as I'll want to apply this to the ntb-next and not bugfixes branch? ",technical
,
"I disagree strongly. You can tell it's not device specific seeing we have 4 devices that need the exact same code. In fact, there is nothing device specific in those lines of code as the device specific part comes when a driver sets the PCI parent device's DMA mask. These lines just initialize the dma mask for the new NTB device with its parent's mask. This is just sensible given that nothing now works if it is not done and trusting driver writers to get it right is not a good idea seeing we already screwed it up once. Furthermore, it violates DRY (do not repeat yourself).If there is something driver specific that must be done (although I can't actually imagine what this would be) the drivers are free to change the mask after calling ntb register but getting the common case setup in common code is just good design.",technical
,
"Good day,  .Thanks for the patchset you submitted. My hopefully useful comments are under the corresponding patches. Regards,",technical
,
"This is weird. Neither me nor the folks' who tested the script saw this warning. I tried it on my laptop with bash and on a target device with busy box-shell. The warning never occurred. I even tried a simple command like: It might be that your bash is more modern than mine. Anyway if this patch solves the problem you see, that's great. Thanks for it.",technical
,
"As a part of the multi-port NTB API the port-index interface was freshly introduced. The main idea was to somehow address local/peer domains within one NTB device, since from now there can be more than one peer domain to send message to or to set MWs up with. For this we invented the two-spaces interface which mapped in general non-linear ports space to the locally linear ports indexes space, and vise-versa. That mapping was implemented by new.Even though it perfectly fitted the IDT NTB functions, the Intel/AMD devices didn't have explicit ports numbering. Instead we decided to assign the numbers by using the topology type. So the Primary and B2B US sides got port, Secondary and B2B DS sides got port NTB PORT SEC DSD. In order to make it being default for all pure two-ports devices like Intel/AMD the new methods ntb default port number() and were developed and utilized in the API functions (see ntb.h header file).So to speak the main purpose of the default methods is to assign some unique port number to the NTB devices based on the topology at current implementation. Please note, that it is essential for the NTB API to have each port uniquely enumerated within one device. This is the way the multi-port NTB API has been designed in the first place. That was the reason we altered the Intel/AMD and IDT drivers about two years ago. Based on this I redeveloped the ntb tool/ntb perf/ntb pingpong drivers. Needless to say that I was sure all the NTB devices followed the API convention regarding the port numbers. Since the Switchtec driver doesn't provide the explicit port-index API callbacks, the NTB API internals uses the default methods, which as you can see don't know anything about SWITCH and CROSSLINK topologies. That's why the methods return -EINVAL so the test drivers don't work properly. Concerning the fix of the discovered issues and fixes introduced by this patchset. I'd suggest to add the ports-index callbacks to the Switch tecdriver, which identify local and peer ports. After this the current version of all the test drivers shall perfectly work. As far as I can see the PFX family switches documentation operates with the definitions like Ports/Partitions (similar to the IDT switches) as well as the switchtec management driver. It might be a clue to the switch functionality, which can be used to find something similar to the ports numbering. ",technical
,
"Thanks for the patch. It was the original version of the ping-pong driver, I was going to submit. But I've decided to develop it a bit different. And here is why. My goal was to create the multi-port version of the ping-pong test. The idea of the new driver was to implement the cyclic port-to-portping-pong algorithm. Simply speaking each port selects two partner-ports, one partner would be used as the source of pings and another one would be target of pongs sent to with the defined delay. Since IDT got a global Doorbell register, which is shared between all the ports, I had to assign an unique doorbell bit to each port. I created a simple algorithm, which linearised in general non-linear port numbers. Then I used the globally unique port index to select the corresponding doorbell bit. pp init flds() methods implements the corresponding algorithm, while performs the next port selection to convey the pong to. Regarding the patch. The idea of using the port number instead of linearised unique index should also work for Intel/AMD/IDT drivers. But the ports-space linearization algorithm was created for the case if the real port numbers would exceed the available Doorbell bits. I thought this might be the case of multi-ports version of the switchtec driver. Needless to say, that if Switchtec driver had the ports-index API implementation, this patch wouldn't be needed.",technical
,
Good catch. Thanks. IDT got a lot of MWs especially if LookUpTables are enabled. That's why I didn't find the effect of this error.,technical
,
"Please, see the comment to the patch 3/8. I explained everything there including the fact, that the Intel/AMD drivers do have unique port numbers assigned.",technical
,
Well that will work for the simple switchtec case. The crosslink topology CAN NOT produce port numbers like you ask. It is perfectly symmetric and the two hosts cannot reliably figure out which is port 0 and which is port 1. So these patches support this case.,technical
,
"Hmm, this behavior is the feature of the driver and isn't a bug or race to be fixed. ntb perf driver returns -ENOLINK until the link is actually established, when the memory windows are properly initialized so the test can be performed. What do you think of leaving the algorithm as is, but instead to develop the polling scheme in the ntb test.sh script and break the script execution if the link isn't established after sometime? At least we won't need to wait forever in case if the peer hanged up or crashed while the NTB link negotiation algorithm was in-progress.",technical
,
"Good catch. Thanks for the patch. I discovered this problem myself a few days before you sent this patchset. So was going to submit the fix, but you were faster. I also tested this script in the looped-back setup. It is the case when two NTB-device ports are available at the same RootComplex. So the NTB can be configured from the single executional context. In this case the REMOTE HOST is left empty, so the colon is left prepended to the corresponding paths and causes multiple errors including the one fixed by this patch. In order to fix it, we need to discard the colon for remote-less case, for instance, by the next patch so on for REMOTE PP and REMOTE PERF. It is necessary for NTB devices, which ports are looped-back to the same Root-Port. Would you be amenable if you resent this patch together with the fix I suggested?",technical
,
"Well, the switchtec driver splits its 64 doorbells in two sets, one for each port right now. That will likely have to change when we go to a multi-port implementation. In that case we will have 64 doorbells and a maximum 48 ports. So I don't think we have to concern ourselves with more ports than doorbells. As I've said, it's impossible to write for the crosslink topology so the clients must support that case.",technical
,
"I think polling is really ugly and doesn't really address solve the issue of waiting forever. It's pretty easy to interrupt out of the wait and provides a much better clue to what's going on than an error. If we want to be more explicit, it would be pretty easy to start a timer in the bash script and use SIGALRM to exit if the link doesn't come up after 30 seconds or something.",technical
,
See my comments as to why this is impossible.  ,technical
,
Thanks. It would be good to get Acked-bys or Reviewed-bys on the patches you approved. ,technical
,
SLAB PANIC was added to not worry about error handling.,technical
,
Commit msg missing Preferred name if there only one compatible is the full compatible string plus '.txt'.-ohms and -micro-ohms are the documented units. Please use '-ohms'unless there is a compelling reason not to. Light-sensor is the documented node name for ALSs.,technical
,
The grammar is now incorrect :(Shouldn't we just have a SPDX line at the top here and this whole boilerplate text be removed? ,technical
,
"Sure, will get right to it. I am actually newbie to all this. I watched your tutorial on YouTube when you were at FOSDEM, Huge help, thank you for that.",technical
,
Are you sure you are not changing the logic here? I think it'd be nicer to refactor the code instead. Something like:,technical
"Actually this binding already exists for mediatek timers, it is useless to add a new one. I note the binding. However the existing driver does only use <&system clk> AFAICT, I'm questioning if <&rtc clk> is really needed. So, I suggest you sort out and fixup the rtc clk thing (drop it) and then just add your new platform in the list in this binding.",
"Actually this binding already exists for mediatek timers, it is useless to add a new one. I note the binding in Documentation. However the existing driver does only use   AFAICT, I'm questioning if s really needed. So, I suggest you sort out and fixup the rtc clk thing (drop it) and then just add your new platform in the list in this binding.",technical
,
Recent platforms have the arch arm timer and it will be always selected. What is the benefit of adding this timer ?,technical
,
"To save power as much as possible, our platform enables""arch timer c3stop"" in arch arm timer, and thus another always-on timer is required for tick-broadcasting. System Timer is introduced for above purpose. Thanks.",technical
,
Obviously ,technical
,
Please merge mtk systimer.c and mtk timer.c into a single file:timer-mediatek.c. Change the name in MakefilePatch 2: Change function prefix name to  gpt Patch 2.1 : Move the gpt's init code to timer-ofPatch 3: Add code for syst in timer-mediatek.c A couple of comments below. Wouldn't make sense to clear the interrupt after disabling the timer ?Why do you need IRQF TRIGGER HIGH ?Why IRQF PERCPU ?No it is consistent with the DT binding.,technical
,
OK! We'll fix it and merge two timers into single document file in v3.Thanks.,technical
,
"Thanks for suggestion. Will do above all in v3.The comment may mislead readers. The first step, we do both things in the same time,1. Clear interrupt status.2. Disable interrupt engine in timer hardware, so the interrupt cannot come repeatedly. After that, we shall be safe enough to do followings. Both flags are wrong and will be removed. We will sort out bindings of these two timers in v3.Thanks.",technical
,
"Thanks for the patch, but Andrew Jones has also posted a patch[1] which I had a look but was not sure what is the best approach to fix it yet. I will think about it and respond to that.",technical
,
"I'll send a v1 yet today. The RFC version was actually OK, as the concern with ACPI nodes not being in the expected order wasn't actually a problem. The thread-id or core-id would only be reset to zero when a yet to be remapped core-id (and all its peers) was found when iterating the PEs. Since all peers were handled at the same time, the counter reset was correct, even when the ACPI nodes were out-of-order. The code didn't make that very obvious, though, and there was some room for other cleanups, so I've reworked it. Once I run it through a couple more rounds of testing I'll repost. FYI, I'm able to easily test a variety of configs using a KVM guest and this QEMU branch[*]. To use threads it's necessary to revert the last QEMU patch and to hack KVM to set MPIDR.MT for the VCPUs. ",technical
,
OK sure. I liked the approach in Shunyong's patch. I was thinking if we can avoid the list and dynamic allocation on each addition and make it more simpler.,technical
,
"This one reads simpler, but yes I agree we should try to avoid the dynamic allocation. OTOH, I think that dropping the dynamic allocation leads to an algorithm that picks a value and replaces all the matches. Which of course is Andrew's patch, although I did have to read it a couple times to get a grasp how it works. I'm guessing that is due to the fact that he seems to have optimized 3 double loops into a single loop with two individual nested loops. AKA its probably more efficient than the naive implementation, but readability seems to have suffered a bit in the initial version he posted. I'm not sure the optimization is worth it, but I'm guessing there is a middle ground which makes it more readable. Finally, thanks for putting the effort into this...",technical
,
Completely agree. RFC from Andrew is not so readable and easy to understand.,technical
,
"Middle ground coming up. At the expense of a triple-nested loop (which will never be N^3 iterations due to conditions at the start of each loop),we can avoid dynamic allocations and list iterations and still gain readability.",technical
,
"Hi, All I have a new approach. As we've already got the offset of the node with physical package bit set, which is the parent of the cpu we are querying. We can iterate from the beginning of PPTT to count the nodes with physical package bit set till we reach the offset we've got. Then, the count value is the package id. This avoid list and dynamic allocation. And PPTT provides length for each node, iteration should be easy. I think this may implemented in pptt.c.I am writing this mail on my phone. Maybe I should try to write a patch to test in office tomorrow if you think it's feasible.",technical
,
"I was thinking of simple solution like add the offset to sorted array and assign the index to that. In this way if ACPI PROCESSOR ID VALID flag is set at the package level too and they start and increase linearly from 0, we are matching them(requires 1 line change I posted in the other thread)--Regards, Sudeep IMPORTANT NOTICE: The contents of this email and any attachments are confidential and may also be privileged. If you are not the intended recipient, please notify the sender immediately and do not disclose the contents to any other person, use it for any purpose, or store or copy the information in any medium. Thank you.",technical
,
I'm assuming this is no longer needed now that we have queued the series from Sudeep?,technical
,
"The series relating to topology/numa that you have queued helps us tore-introduces numa mask check that was reverted partial in v4.18 and is not related to the issue reported or addressed by this patch. However, there's no proper solution to the issue reported in this thread and the one from Andrew Jones[1]. The only solution is to rely on ACPI firmware for that instead of trying to fix in OS and we have already merged the patch to fix that in acpi/pptt.c. In short, all the know issues are addressed so far and nothing else needs to be queued for now.",technical
,
Same problem here :(,technical
,
"I wasn't expecting you to put them into your tree - the general concept/implementation is still too immature for that, let alone the commit messages :) However, I'll address this before sending another spin of the patches. Sorry for the noise and thanks for the quick response .",technical
,
Will fix.,technical
,
,
"It got a bit perverse from attempting to separate the devicetree handling from everything else. I'll fix the issues you've pointed out and rework the sysfs/kobj stuff. However, the patch (and the series) was intended as a straw man. I should have put more effort in to avoid some of the distraction (sorry), but I was also hoping to get feedback on the general approach (so devicetree design and how to expose the bits to userspace in a useful manner).Regarding the class, yeah, it's probably not the right choice and I'm not going to double down on it, but it collates the fields in an easy to discover location. Not doing something like this means a lot of grubbing around in /sys/device. Is there a better approach? Thanks for the feedback so far.",technical
,
No changelog :(,technical
,
"Yes, the cpu locks should be irq safe too; however, as irq is always disabled in that function, save/restore is redundant, no? We at least used to do this in the kernel - manipulating irq safe locks with spin lock/unlock() if the irq state is known, whether enabled or disabled, and ISTR lockdep being smart enough to track actual irq state to determine irq safety.  Am I misremembering or is this different on RT kernels?",technical
,
"On not RT enabled kernels. On RT enabled kernels spin lock irq.*() is turned into a sleeping spinlock which do not disable interrupts. as I pointed out above only the raw spin lock t really disables interrupts on -RT. That is the difference between those two. No, this is correct. So on !RT kernels the spin lock irq() disables interrupts and the raw spin lock() has the interrupts already disabled, everything is good. On RT kernels the spin lock irq() does not disable interrupts and the raw spin lock() acquires the lock with enabled interrupts and lockdep complains properly. Lockdep sees the hardirq path via: {IN-HARDIRQ-W} state was registered at",technical
,
"I feel weary about applying a patch which isn't needed in mainline, especially without annotations or at least comments.  I suppose it may not be too common but this can't be the only place which needs this and using irqsave/restore spuriously in all those sites doesn't sound like a good solution.  Is there any other way of handling this? ",technical
,
"This looks much better than the previous version. Yes, I think we need device links between the users of the power domains and the PGC devices. Since this is one of the use-cases for which device links were conceived I would guess that implementing this should be fairly straight-forward. If possible the regulator should also be disabled in the system suspend path, as this might reduce power consumption some more. But then this might have issues with suspend ordering of the regulator. As I don't want to send you down the rabbit hole too much with adding ordering to this stuff, I won't object to this going in as-is. If this is in fact due to a ordering limitation I would like to see this documented in a code comment.",technical
,
