thread_id,email_id,email_code,email_body,previous_email_id,previous_email_code,previous_email_body,concat_body
431048,432763,technical,"does that include  this, or should we think of those email addresses (of bug submitters) as private?  They look public to me.",432750,not_technical,"There seems to be a disconnect between what I am trying to communicate and what I perceive you to have understood. I'll add comments below to try to make more clear what I'm trying to say.But first a general statement.  I understand that the intent of the patch wording is to allow use of email addresses in the tags of a patch submittal or git commit without being an unacceptable behavior.  I do not think that the words in the patch accomplish that goal.The patch says ""Publishing ... electronic address not ordinarily collected by the project, without explicit permission"".  (I think it is fair to abstract here with ""..."".)  this phrase specifies which email addresses can be published.  It does not specify in what casesthe email address can be published.  The desired goal is to be able to publish email addresses in patch and commit tags. Which email addresses are allowed to be published?  (this is the point of my original comment.)  To me, the patch wording is describing how I can determine whether I can put a specific email address in a tag in a patch that I submit or commit.  I can put an email address in a tag _if_ it is ""ordinarily collected by the project"".this then leads my mental process down the path of the disclosures (from all of the companies that I do business with) that tell me what they are going to do with my personal information, such as my address.  (They usually plan to share it with the world for their financial benefit.) In that context, my personal information is not _public_, but it is_ordinarily collected_ by the company.  I hope this provides some insight into what I am reading into ""ordinarily collected by the project"". My original comment was trying to provide the concept behind a way tocreate an alternate wording in the patch to define ""which email addresses"". Where are email addresses allowed to be published?  I do not understand the patch wording to address this at all. Trying to understand how you are understanding my comment vs what I intended to communicate, it seems to me that you are focused on the ""where allowed"" and I am focused on the ""which email addresses"". More clear?  Or am I still not communicating well enough? Permission vs exclusion is orthogonal to my comments. ""building linux"" is not the patch wording.  ""ordinarily collected by the project"" is a much broader universe. A very simplistic definition of public _could_ be:- Visible on a project mail list that any one can subscribe to- Visible on a project mail list whose archive is available via the public internet- Visible on an interactive communication (""chat"") platform that is open to the public internet- Published on a web page intended for public access (for example this could cover opt-in conference attendee lists and emails that conference presenters voluntarily place in their slides).- (I am guessing the above covers 97% or more of possible publicsources, but maybe there are some more common sources.) I'm sure that the professionals that deal with information privacy could provide better wording for the above list.  I am but an amateur in that field. Anything else collected by the project would not be considered public. For example, an email address provided in an email sent to me and not copied to any mail list would not be public.","There seems to be a disconnect between what I am trying to communicate and what I perceive you to have understood. I'll add comments below to try to make more clear what I'm trying to say.But first a general statement.  I understand that the intent of the patch wording is to allow use of email addresses in the tags of a patch submittal or git commit without being an unacceptable behavior.  I do not think that the words in the patch accomplish that goal.The patch says ""Publishing ... electronic address not ordinarily collected by the project, without explicit permission"".  (I think it is fair to abstract here with ""..."".)  this phrase specifies which email addresses can be published.  It does not specify in what casesthe email address can be published.  The desired goal is to be able to publish email addresses in patch and commit tags. Which email addresses are allowed to be published?  (this is the point of my original comment.)  To me, the patch wording is describing how I can determine whether I can put a specific email address in a tag in a patch that I submit or commit.  I can put an email address in a tag _if_ it is ""ordinarily collected by the project"".this then leads my mental process down the path of the disclosures (from all of the companies that I do business with) that tell me what they are going to do with my personal information, such as my address.  (They usually plan to share it with the world for their financial benefit.) In that context, my personal information is not _public_, but it is_ordinarily collected_ by the company.  I hope this provides some insight into what I am reading into ""ordinarily collected by the project"". My original comment was trying to provide the concept behind a way tocreate an alternate wording in the patch to define ""which email addresses"". Where are email addresses allowed to be published?  I do not understand the patch wording to address this at all. Trying to understand how you are understanding my comment vs what I intended to communicate, it seems to me that you are focused on the ""where allowed"" and I am focused on the ""which email addresses"". More clear?  Or am I still not communicating well enough? Permission vs exclusion is orthogonal to my comments. ""building linux"" is not the patch wording.  ""ordinarily collected by the project"" is a much broader universe. A very simplistic definition of public _could_ be:- Visible on a project mail list that any one can subscribe to- Visible on a project mail list whose archive is available via the public internet- Visible on an interactive communication (""chat"") platform that is open to the public internet- Published on a web page intended for public access (for example this could cover opt-in conference attendee lists and emails that conference presenters voluntarily place in their slides).- (I am guessing the above covers 97% or more of possible publicsources, but maybe there are some more common sources.) I'm sure that the professionals that deal with information privacy could provide better wording for the above list.  I am but an amateur in that field. Anything else collected by the project would not be considered public. For example, an email address provided in an email sent to me and not copied to any mail list would not be public. does that include  this, or should we think of those email addresses (of bug submitters) as private?  They look public to me."
431048,432762,technical,"No, that's not my desired goal.   The section is not about giving permission it's about making sure listed unacceptable behaviours don't overlap what we normally do.  The goal is to exclude email the project ordinarily collects from immediate sanction under the unacceptable behaviours clause.  I deliberately didn't add anything about permission because that's up to the project to define in its more standard contribution documents. I agree, but, as I said, my goal wasn't to provide explicit permission(because the list is too long and too dependent on the way the project operates) it was to carve out an exclusion from sanction for stuff the kernel normally does.  The carve out doesn't translate into explicit permission because the project can define other standards for the way email addresses are added to the tags. I think the crux of the disagreement is that you think the carve out equates to a permission which is not specific enough and I think it doesn't equate to a permission at all, which is why there's no need to make it more explicit.  Is that a fair characterisation?",432763,technical,"does that include  this, or should we think of those email addresses (of bug submitters) as private?  They look public to me.","does that include  this, or should we think of those email addresses (of bug submitters) as private?  They look public to me. No, that's not my desired goal.   The section is not about giving permission it's about making sure listed unacceptable behaviours don't overlap what we normally do.  The goal is to exclude email the project ordinarily collects from immediate sanction under the unacceptable behaviours clause.  I deliberately didn't add anything about permission because that's up to the project to define in its more standard contribution documents. I agree, but, as I said, my goal wasn't to provide explicit permission(because the list is too long and too dependent on the way the project operates) it was to carve out an exclusion from sanction for stuff the kernel normally does.  The carve out doesn't translate into explicit permission because the project can define other standards for the way email addresses are added to the tags. I think the crux of the disagreement is that you think the carve out equates to a permission which is not specific enough and I think it doesn't equate to a permission at all, which is why there's no need to make it more explicit.  Is that a fair characterisation?"
431048,432777,technical,"Hello, What about properly formatted patches (with From and SoB) sent to them maintainer, without copying any mailing lists? To me, a patch sent to a maintainer is obviously sent for inclusion in the kernel.",432762,technical,"No, that's not my desired goal.   The section is not about giving permission it's about making sure listed unacceptable behaviours don't overlap what we normally do.  The goal is to exclude email the project ordinarily collects from immediate sanction under the unacceptable behaviours clause.  I deliberately didn't add anything about permission because that's up to the project to define in its more standard contribution documents. I agree, but, as I said, my goal wasn't to provide explicit permission(because the list is too long and too dependent on the way the project operates) it was to carve out an exclusion from sanction for stuff the kernel normally does.  The carve out doesn't translate into explicit permission because the project can define other standards for the way email addresses are added to the tags. I think the crux of the disagreement is that you think the carve out equates to a permission which is not specific enough and I think it doesn't equate to a permission at all, which is why there's no need to make it more explicit.  Is that a fair characterisation?","No, that's not my desired goal.   The section is not about giving permission it's about making sure listed unacceptable behaviours don't overlap what we normally do.  The goal is to exclude email the project ordinarily collects from immediate sanction under the unacceptable behaviours clause.  I deliberately didn't add anything about permission because that's up to the project to define in its more standard contribution documents. I agree, but, as I said, my goal wasn't to provide explicit permission(because the list is too long and too dependent on the way the project operates) it was to carve out an exclusion from sanction for stuff the kernel normally does.  The carve out doesn't translate into explicit permission because the project can define other standards for the way email addresses are added to the tags. I think the crux of the disagreement is that you think the carve out equates to a permission which is not specific enough and I think it doesn't equate to a permission at all, which is why there's no need to make it more explicit.  Is that a fair characterisation? Hello, What about properly formatted patches (with From and SoB) sent to them maintainer, without copying any mailing lists? To me, a patch sent to a maintainer is obviously sent for inclusion in the kernel."
431048,432795,technical,"OK.  I am fine with the goal of wording that excludes certain things from unacceptable behavior instead providing permissions for certain things.  I think me phrasing as permission instead of carve out is creating a lot of the miscommunication. Please re-read my comments, but in every place where I state things in a way of providing permissions, re-state it in your mind as the same sentence _except_ phrased as excluding from unacceptable behavior.  (I started to do that explicitly, but it looked like I was just going to create a whole lot of distracting text.)Nope.  That is a big place where I was not transferring my thoughts to clear communication.  I agree that what I wrote should have been written in terms of carve out instead of permission. Nope.  My concern is ""which email addresses"".",432777,technical,"Hello, What about properly formatted patches (with From and SoB) sent to them maintainer, without copying any mailing lists? To me, a patch sent to a maintainer is obviously sent for inclusion in the kernel.","Hello, What about properly formatted patches (with From and SoB) sent to them maintainer, without copying any mailing lists? To me, a patch sent to a maintainer is obviously sent for inclusion in the kernel. OK.  I am fine with the goal of wording that excludes certain things from unacceptable behavior instead providing permissions for certain things.  I think me phrasing as permission instead of carve out is creating a lot of the miscommunication. Please re-read my comments, but in every place where I state things in a way of providing permissions, re-state it in your mind as the same sentence _except_ phrased as excluding from unacceptable behavior.  (I started to do that explicitly, but it looked like I was just going to create a whole lot of distracting text.)Nope.  That is a big place where I was not transferring my thoughts to clear communication.  I agree that what I wrote should have been written in terms of carve out instead of permission. Nope.  My concern is ""which email addresses""."
431048,433530,technical," The idea here was because it's a carve out that doesn't give permission and because the permission is ruled by the project contribution documents, the carve out should be broad enough to cover anything they might say hence ""email addresses not ordinarily collected by the project"" are still included as unacceptable behaviour. Perhaps if you propose the wording you'd like to see it would help because there still looks to be some subtlety I'm not getting.",432795,technical,"OK.  I am fine with the goal of wording that excludes certain things from unacceptable behavior instead providing permissions for certain things.  I think me phrasing as permission instead of carve out is creating a lot of the miscommunication. Please re-read my comments, but in every place where I state things in a way of providing permissions, re-state it in your mind as the same sentence _except_ phrased as excluding from unacceptable behavior.  (I started to do that explicitly, but it looked like I was just going to create a whole lot of distracting text.)Nope.  That is a big place where I was not transferring my thoughts to clear communication.  I agree that what I wrote should have been written in terms of carve out instead of permission. Nope.  My concern is ""which email addresses"".","OK.  I am fine with the goal of wording that excludes certain things from unacceptable behavior instead providing permissions for certain things.  I think me phrasing as permission instead of carve out is creating a lot of the miscommunication. Please re-read my comments, but in every place where I state things in a way of providing permissions, re-state it in your mind as the same sentence _except_ phrased as excluding from unacceptable behavior.  (I started to do that explicitly, but it looked like I was just going to create a whole lot of distracting text.)Nope.  That is a big place where I was not transferring my thoughts to clear communication.  I agree that what I wrote should have been written in terms of carve out instead of permission. Nope.  My concern is ""which email addresses"".  The idea here was because it's a carve out that doesn't give permission and because the permission is ruled by the project contribution documents, the carve out should be broad enough to cover anything they might say hence ""email addresses not ordinarily collected by the project"" are still included as unacceptable behaviour. Perhaps if you propose the wording you'd like to see it would help because there still looks to be some subtlety I'm not getting."
431048,434712,technical,"this ends up reading like so:----Examples of unacceptable behavior by participants include:...* Publishing others „ private information, such as a physical or electronic address that has been provided in a public space for the project, without explicit permission.----I think that in context, you want a 'not' in there.  That is: unacceptable behavior includes publishing others' private information... that has *not*been provided in a public space.  So, I think the suggested text needs some fixing, IMHO.I looked at this issue upstream, and decided to leave the wording in the CoC itself alone - favoring instead to add a clarifying addition to the upstream CoC FAQ, about some email addresses not being private information. The reason I took that approach, rather than try to change the wording inside the CoC, is that the current wording seems to me to be sufficient. The thing that is unacceptable is publishing private information.  The ""such as..."" clause is intended to convey examples of the types of thing that might usually be considered private information.  But it is not exhaustive, nor is it necessarily correct, depending on the circumstances.  In particular, email addresses are sometimes private information and sometimes not. In the context of kernel development, many email addresses are not private. I am sympathetic to the argument that we use emails as public information so much in kernel development processes, that it makes sense to omit this or qualify it more. My own views are that:1) if we change this line at all, we should simply omit the ""such as..."" part of the phrase, and leave it at:* Publishing others „ private information without explicit permission but also2) I'm OK with leaving the phrase as is and handling the concerns in an clarifying document. Just my 2 cents. --",434702,technical,"OK.  I am fine with the goal of wording that excludes certain things from unacceptable behavior instead providing permissions for certain things.  I think me phrasing as permission instead of carve out is creating a lot of the miscommunication. Please re-read my comments, but in every place where I state things in a way of providing permissions, re-state it in your mind as the same sentence _except_ phrased as excluding from unacceptable behavior.  (I started to do that explicitly, but it looked like I was just going to create a whole lot of distracting text.)Nope.  That is a big place where I was not transferring my thoughts to clear communication.  I agree that what I wrote should have been written in terms of carve out instead of permission. Nope.  My concern is ""which email addresses"".","OK.  I am fine with the goal of wording that excludes certain things from unacceptable behavior instead providing permissions for certain things.  I think me phrasing as permission instead of carve out is creating a lot of the miscommunication. Please re-read my comments, but in every place where I state things in a way of providing permissions, re-state it in your mind as the same sentence _except_ phrased as excluding from unacceptable behavior.  (I started to do that explicitly, but it looked like I was just going to create a whole lot of distracting text.)Nope.  That is a big place where I was not transferring my thoughts to clear communication.  I agree that what I wrote should have been written in terms of carve out instead of permission. Nope.  My concern is ""which email addresses"". this ends up reading like so:----Examples of unacceptable behavior by participants include:...* Publishing others „ private information, such as a physical or electronic address that has been provided in a public space for the project, without explicit permission.----I think that in context, you want a 'not' in there.  That is: unacceptable behavior includes publishing others' private information... that has *not*been provided in a public space.  So, I think the suggested text needs some fixing, IMHO.I looked at this issue upstream, and decided to leave the wording in the CoC itself alone - favoring instead to add a clarifying addition to the upstream CoC FAQ, about some email addresses not being private information. The reason I took that approach, rather than try to change the wording inside the CoC, is that the current wording seems to me to be sufficient. The thing that is unacceptable is publishing private information.  The ""such as..."" clause is intended to convey examples of the types of thing that might usually be considered private information.  But it is not exhaustive, nor is it necessarily correct, depending on the circumstances.  In particular, email addresses are sometimes private information and sometimes not. In the context of kernel development, many email addresses are not private. I am sympathetic to the argument that we use emails as public information so much in kernel development processes, that it makes sense to omit this or qualify it more. My own views are that:1) if we change this line at all, we should simply omit the ""such as..."" part of the phrase, and leave it at:* Publishing others „ private information without explicit permission but also2) I'm OK with leaving the phrase as is and handling the concerns in an clarifying document. Just my 2 cents. --"
431048,434717,technical,"You beat me to this one.  However, there is another issue that I did touch on but perhaps not in this sub thread: For those of us who live in the US, our addresses (that's physical and sometimes email) are actually provided in a public space because they're available in the public property records.  That's actually why I chose ""not ordinarily collected by the project"" as opposed to ""not previously provided in the public space"" or an equivalent because doxxing in the US is mostly finding this information from public sources and broadcasting  think that's the sense of the people who acked this, yes.  Personally I'm happy with a separate clarification in another document, but I can also see the argument that we do need our single CoC to be consistent with our operational method, which is why I proposed the patch. this looks OK to me too ... the problem with the original is that the additional qualification overlaps our normal project method of operation, this solves the issue as well.",434712,technical,"this ends up reading like so:----Examples of unacceptable behavior by participants include:...* Publishing others „ private information, such as a physical or electronic address that has been provided in a public space for the project, without explicit permission.----I think that in context, you want a 'not' in there.  That is: unacceptable behavior includes publishing others' private information... that has *not*been provided in a public space.  So, I think the suggested text needs some fixing, IMHO.I looked at this issue upstream, and decided to leave the wording in the CoC itself alone - favoring instead to add a clarifying addition to the upstream CoC FAQ, about some email addresses not being private information. The reason I took that approach, rather than try to change the wording inside the CoC, is that the current wording seems to me to be sufficient. The thing that is unacceptable is publishing private information.  The ""such as..."" clause is intended to convey examples of the types of thing that might usually be considered private information.  But it is not exhaustive, nor is it necessarily correct, depending on the circumstances.  In particular, email addresses are sometimes private information and sometimes not. In the context of kernel development, many email addresses are not private. I am sympathetic to the argument that we use emails as public information so much in kernel development processes, that it makes sense to omit this or qualify it more. My own views are that:1) if we change this line at all, we should simply omit the ""such as..."" part of the phrase, and leave it at:* Publishing others „ private information without explicit permission but also2) I'm OK with leaving the phrase as is and handling the concerns in an clarifying document. Just my 2 cents. --","this ends up reading like so:----Examples of unacceptable behavior by participants include:...* Publishing others „ private information, such as a physical or electronic address that has been provided in a public space for the project, without explicit permission.----I think that in context, you want a 'not' in there.  That is: unacceptable behavior includes publishing others' private information... that has *not*been provided in a public space.  So, I think the suggested text needs some fixing, IMHO.I looked at this issue upstream, and decided to leave the wording in the CoC itself alone - favoring instead to add a clarifying addition to the upstream CoC FAQ, about some email addresses not being private information. The reason I took that approach, rather than try to change the wording inside the CoC, is that the current wording seems to me to be sufficient. The thing that is unacceptable is publishing private information.  The ""such as..."" clause is intended to convey examples of the types of thing that might usually be considered private information.  But it is not exhaustive, nor is it necessarily correct, depending on the circumstances.  In particular, email addresses are sometimes private information and sometimes not. In the context of kernel development, many email addresses are not private. I am sympathetic to the argument that we use emails as public information so much in kernel development processes, that it makes sense to omit this or qualify it more. My own views are that:1) if we change this line at all, we should simply omit the ""such as..."" part of the phrase, and leave it at:* Publishing others „ private information without explicit permission but also2) I'm OK with leaving the phrase as is and handling the concerns in an clarifying document. Just my 2 cents. -- You beat me to this one.  However, there is another issue that I did touch on but perhaps not in this sub thread: For those of us who live in the US, our addresses (that's physical and sometimes email) are actually provided in a public space because they're available in the public property records.  That's actually why I chose ""not ordinarily collected by the project"" as opposed to ""not previously provided in the public space"" or an equivalent because doxxing in the US is mostly finding this information from public sources and broadcasting  think that's the sense of the people who acked this, yes.  Personally I'm happy with a separate clarification in another document, but I can also see the argument that we do need our single CoC to be consistent with our operational method, which is why I proposed the patch. this looks OK to me too ... the problem with the original is that the additional qualification overlaps our normal project method of operation, this solves the issue as well."
431048,434864,technical,"Yes, thank you. That clarification helps a _lot_ in understanding what you have said previously in this thread.  Thanks.  (smile)  Looks good to me.",434717,technical,"You beat me to this one.  However, there is another issue that I did touch on but perhaps not in this sub thread: For those of us who live in the US, our addresses (that's physical and sometimes email) are actually provided in a public space because they're available in the public property records.  That's actually why I chose ""not ordinarily collected by the project"" as opposed to ""not previously provided in the public space"" or an equivalent because doxxing in the US is mostly finding this information from public sources and broadcasting  think that's the sense of the people who acked this, yes.  Personally I'm happy with a separate clarification in another document, but I can also see the argument that we do need our single CoC to be consistent with our operational method, which is why I proposed the patch. this looks OK to me too ... the problem with the original is that the additional qualification overlaps our normal project method of operation, this solves the issue as well.","You beat me to this one.  However, there is another issue that I did touch on but perhaps not in this sub thread: For those of us who live in the US, our addresses (that's physical and sometimes email) are actually provided in a public space because they're available in the public property records.  That's actually why I chose ""not ordinarily collected by the project"" as opposed to ""not previously provided in the public space"" or an equivalent because doxxing in the US is mostly finding this information from public sources and broadcasting  think that's the sense of the people who acked this, yes.  Personally I'm happy with a separate clarification in another document, but I can also see the argument that we do need our single CoC to be consistent with our operational method, which is why I proposed the patch. this looks OK to me too ... the problem with the original is that the additional qualification overlaps our normal project method of operation, this solves the issue as well. Yes, thank you. That clarification helps a _lot_ in understanding what you have said previously in this thread.  Thanks.  (smile)  Looks good to me."
431048,435932,technical,"James, and our other friends, More than one ambiguity. this whole file needs to go. Who decides what is trolling, and what is a technique for raising awareness or sparking discussion on an issue? Why should this last bit remain?  Any literate person with access to a dictionary should know how ambiguous the word professional is.  As an amateur contributor to the FOSS ecosystem I am more than a bit offended by the decision to use such divisive, politically charged, and financially discriminatory language in a project of such massive technical importance.  this entire file should be expunged from the repository and replaced by well defined minimalistic guidelines for maintaining order on the mailing lists, rather than a set of ambiguous codes that force maintainers to take politically motivated actions against contributors for undefined reasons. Using words like professional is a distressing red flag because it doesn't add any clarification on the issue (what was the issue again?), it only raises more questions.  I can't think of any reason that word would be needed unless you're trying to push out unpaid contributors.  Why should someone's employment status be held against them when contributing ideas or code to a technical project that has benefited greatly from amateur contributions? I fear for the kernels future now that irrational politics are beginning to creep.",434864,technical,"Yes, thank you. That clarification helps a _lot_ in understanding what you have said previously in this thread.  Thanks.  (smile)  Looks good to me.","Yes, thank you. That clarification helps a _lot_ in understanding what you have said previously in this thread.  Thanks.  (smile)  Looks good to me. James, and our other friends, More than one ambiguity. this whole file needs to go. Who decides what is trolling, and what is a technique for raising awareness or sparking discussion on an issue? Why should this last bit remain?  Any literate person with access to a dictionary should know how ambiguous the word professional is.  As an amateur contributor to the FOSS ecosystem I am more than a bit offended by the decision to use such divisive, politically charged, and financially discriminatory language in a project of such massive technical importance.  this entire file should be expunged from the repository and replaced by well defined minimalistic guidelines for maintaining order on the mailing lists, rather than a set of ambiguous codes that force maintainers to take politically motivated actions against contributors for undefined reasons. Using words like professional is a distressing red flag because it doesn't add any clarification on the issue (what was the issue again?), it only raises more questions.  I can't think of any reason that word would be needed unless you're trying to push out unpaid contributors.  Why should someone's employment status be held against them when contributing ideas or code to a technical project that has benefited greatly from amateur contributions? I fear for the kernels future now that irrational politics are beginning to creep."
433343,433344,technical,"No any reason I know of.  It must be just an old convention. Yes, please.",433343,technical,," No any reason I know of.  It must be just an old convention. Yes, please."
434675,434727,technical,These kind of issues are usually fixed by fixing the network driver's shutdown routine to ensure that MSI interrupts are cleared there.,434677,-1,, These kind of issues are usually fixed by fixing the network driver's shutdown routine to ensure that MSI interrupts are cleared there.
434675,434733,technical,"I'm not sure shutdown handlers for drivers are called in panic exec (I remember of an old experiment I did, loading a kernel with ""kexec -p"" didn't trigger the handlers).But this case is even worse, because the NICs were in PCI passthrough mode, using vfio. So, they were completely unaware of what happened in the host kernel. Also, this is spec compliant - system reset events should guarantee the bits are cleared (although kexec is not exactly a system reset, it's similar)",434727,technical,These kind of issues are usually fixed by fixing the network driver's shutdown routine to ensure that MSI interrupts are cleared there.,"These kind of issues are usually fixed by fixing the network driver's shutdown routine to ensure that MSI interrupts are cleared there. I'm not sure shutdown handlers for drivers are called in panic exec (I remember of an old experiment I did, loading a kernel with ""kexec -p"" didn't trigger the handlers).But this case is even worse, because the NICs were in PCI passthrough mode, using vfio. So, they were completely unaware of what happened in the host kernel. Also, this is spec compliant - system reset events should guarantee the bits are cleared (although kexec is not exactly a system reset, it's similar)"
434675,434751,technical,"AFAIK, all shutdown (not remove) routines are called before launching the next kernel even in crash scenario. It is not safe to start the new kernel while hardware is doing a DMA to the system memory and triggering interrupts. Shutdown routine in PCI core used to disable MSI/MSI-x on behalf of all endpoints but it was later decided that this is the responsibility of the endpoint driver.",434733,technical,"I'm not sure shutdown handlers for drivers are called in panic exec (I remember of an old experiment I did, loading a kernel with ""kexec -p"" didn't trigger the handlers).But this case is even worse, because the NICs were in PCI passthrough mode, using vfio. So, they were completely unaware of what happened in the host kernel. Also, this is spec compliant - system reset events should guarantee the bits are cleared (although kexec is not exactly a system reset, it's similar)","I'm not sure shutdown handlers for drivers are called in panic exec (I remember of an old experiment I did, loading a kernel with ""kexec -p"" didn't trigger the handlers).But this case is even worse, because the NICs were in PCI passthrough mode, using vfio. So, they were completely unaware of what happened in the host kernel. Also, this is spec compliant - system reset events should guarantee the bits are cleared (although kexec is not exactly a system reset, it's similar) AFAIK, all shutdown (not remove) routines are called before launching the next kernel even in crash scenario. It is not safe to start the new kernel while hardware is doing a DMA to the system memory and triggering interrupts. Shutdown routine in PCI core used to disable MSI/MSI-x on behalf of all endpoints but it was later decided that this is the responsibility of the endpoint driver."
434675,434805,technical,"I don't want to expand the early quirk infrastructure unless there is absolutely no other way to solve this.  The early quirk stuff is x86-specific, and it's not obvious that this problem is x86-only.this patch scans buses 0-255, but still only in domain 0, so it won't help with even more complicated systems that use other domains. I'm not an IRQ expert, but it seems wrong to me that we are enabling this interrupt before we're ready for it.  The MSI should target this.  Can't that IOAPIC entry be masked until later?  I guess the kdump kernel doesn't know what MSI address the device might be using. Could the IRQ core be more tolerant of this somehow, e.g., if it notices incoming interrupts with no handler, could it disable the IOAPIC entry and fall back to polling periodically until a handler is added?",434751,technical,"AFAIK, all shutdown (not remove) routines are called before launching the next kernel even in crash scenario. It is not safe to start the new kernel while hardware is doing a DMA to the system memory and triggering interrupts. Shutdown routine in PCI core used to disable MSI/MSI-x on behalf of all endpoints but it was later decided that this is the responsibility of the endpoint driver.","AFAIK, all shutdown (not remove) routines are called before launching the next kernel even in crash scenario. It is not safe to start the new kernel while hardware is doing a DMA to the system memory and triggering interrupts. Shutdown routine in PCI core used to disable MSI/MSI-x on behalf of all endpoints but it was later decided that this is the responsibility of the endpoint driver. I don't want to expand the early quirk infrastructure unless there is absolutely no other way to solve this.  The early quirk stuff is x86-specific, and it's not obvious that this problem is x86-only.this patch scans buses 0-255, but still only in domain 0, so it won't help with even more complicated systems that use other domains. I'm not an IRQ expert, but it seems wrong to me that we are enabling this interrupt before we're ready for it.  The MSI should target this.  Can't that IOAPIC entry be masked until later?  I guess the kdump kernel doesn't know what MSI address the device might be using. Could the IRQ core be more tolerant of this somehow, e.g., if it notices incoming interrupts with no handler, could it disable the IOAPIC entry and fall back to polling periodically until a handler is added?"
434675,436717,technical,"I agree with you, it's definitely not safe to start a new kernel within-flight DMA transactions, but in the crash scenario I think the rationale was that running kernel is broken so it's even more unreliable to try gracefully shutdown the devices than hope-for-the-best and start the kdump kernel right away heheh Fact is that the shutdown handlers are not called in the crash scenario. They come from device_shutdown(), the code paths are as follow. To validate this, one can load a kernel with ""initcall_debug"" parameter, and performs a kexec - if the shutdown handlers are called, there's acall that shows a message per device. this may be a good idea, using the pci layer to disable MSIs in the quiesce path of the broken kernel. I'll follow-up this discussion in Bjorn's reply.",434805,technical,"I don't want to expand the early quirk infrastructure unless there is absolutely no other way to solve this.  The early quirk stuff is x86-specific, and it's not obvious that this problem is x86-only.this patch scans buses 0-255, but still only in domain 0, so it won't help with even more complicated systems that use other domains. I'm not an IRQ expert, but it seems wrong to me that we are enabling this interrupt before we're ready for it.  The MSI should target this.  Can't that IOAPIC entry be masked until later?  I guess the kdump kernel doesn't know what MSI address the device might be using. Could the IRQ core be more tolerant of this somehow, e.g., if it notices incoming interrupts with no handler, could it disable the IOAPIC entry and fall back to polling periodically until a handler is added?","I don't want to expand the early quirk infrastructure unless there is absolutely no other way to solve this.  The early quirk stuff is x86-specific, and it's not obvious that this problem is x86-only.this patch scans buses 0-255, but still only in domain 0, so it won't help with even more complicated systems that use other domains. I'm not an IRQ expert, but it seems wrong to me that we are enabling this interrupt before we're ready for it.  The MSI should target this.  Can't that IOAPIC entry be masked until later?  I guess the kdump kernel doesn't know what MSI address the device might be using. Could the IRQ core be more tolerant of this somehow, e.g., if it notices incoming interrupts with no handler, could it disable the IOAPIC entry and fall back to polling periodically until a handler is added? I agree with you, it's definitely not safe to start a new kernel within-flight DMA transactions, but in the crash scenario I think the rationale was that running kernel is broken so it's even more unreliable to try gracefully shutdown the devices than hope-for-the-best and start the kdump kernel right away heheh Fact is that the shutdown handlers are not called in the crash scenario. They come from device_shutdown(), the code paths are as follow. To validate this, one can load a kernel with ""initcall_debug"" parameter, and performs a kexec - if the shutdown handlers are called, there's acall that shows a message per device. this may be a good idea, using the pci layer to disable MSIs in the quiesce path of the broken kernel. I'll follow-up this discussion in Bjorn's reply."
