quotation,code
"Interesting - I don't see the grant head reservation code in any of my performance benchmark profiling, even when running at over a million transactions on a 2-socket 32-core 64-thread skylakesystem. I see other places in the transaction subsystem that are hot (e.g the CIL context lock), but not the space reservations. My initial suspect is that you have a tiny log on your test file system, so it's permanently out of space and so always hitting the slow path. Can you tell us what the storage is and it's configuration? At minimum, I need to see the output of the xfs infocommand on your test filesystem. Fixing this may simply be using alarger log on your benchmark systems. FWIW, can you post the actual profile you are seeing in the commit message? That helps us identify similar problems in the future, andit lets us know what paths are leading to the transaction reservation contention. i.e. this may not even be a problem with the transaction reservation code itself. How does this impact on the strict FIFO queue behaviour the grantqueues currently have? The current code only wakes up enough waiters to consume the newly available space and it queues new waiters to the tail of the queue. If there ever is a spurious wakeup then the waiter that was woken from the head remains there until the next wakeup comes in. This is intentional - spurious wakeups are rare enough we can ignore them because a) this is the slow path, and b) correctness is far more important that performance in this path. The fast path is already lockless, and we've already given up peformance if we reach this slow path. hence we only care about correctness in this path, not performance optimisation.AFAICT the patch changes the spurious wakeup behaviour - it requeues tasks to the tail of the queue if there wasn't space available when they are woken, rather than leaving them as them at the head.  They now have to wait for all the other reservations to make progress.This breaks the guarantees of ordered forward progress the grant queue provides permanent transaction reservations and hence opens us up to log space deadlocks because those transactions can't move their objects forward in the log to free up space in the log...Also, I note that wake q add() assumes that the wake queue is a local stack object and so not subject to concurrency - it explicitly states this in the code. That's not the case here - the wake queue is part of the grant head, and so is subject to extreme concurrency that is tempered by a spin lock.  Does the wake q code work correctly (e.g. have all the necessary memory barriers, etc) whenit's not a local stack object and instead protected from concurrency by a spin lock? At minimum, the wake q infrastructure comments and documentation need updating to accommodate this new use case that wake queues are being used for.This doesn't generally doesn't happen because the space accounting tends to prevent multiple wakeups. i.e. we only wake the tasks we have reservation space for, and log space being made available tends to arrive in discrete chunks (because IO is slow!) such that that pending wakeups have already been processed before the next chunk of available space comes in....Yes, but they are very rare and we don't really care about this in the slow path. If you see lots of them, it's typically a sign of an inappropriately configured filesystem for the workload being run. On a correctly configured system, we should almost never use this slowpath....I'm betting that you'll get that and a whole lot more simply byincreasing the log size and not running the slow path at all. Where's the hunk context in your headers? You must be using anon-standard git option here. Linux kernel specific includes go in this not individual files. Why do you need to delete the ticket from the queue here? This leads to landmines and incorrect non-FIFO behaviour....... here. This is a potential list corruption landmine because this function now has unbalanced list add and removal contexts. IOWs, we can't restart this loop without first having guaranteed the ticket is not already on the ticket queue. You need to document constraints like this in comments and explain what code needs to guarantee those constraints are met. [Because, as I noted at the end, you got thiswrong for xlog grant head wake all()] To maintian FIFO behaviour, the ticket needs to be left at the head of the grant head wait queue until it has space available to make progress, not get removed and requeued to the tail. Spurious wakeups are irrelevant here - forwards progress (i.e. correctness) requires FIFO ticket ordering behaviour be maintained.This push is needed to make the necessary space we are waiting on available in the log. Hence leaving it out of the loop you put below will cause the journal to get stuck in the spurious wakeuploop below and be unable to make progress. This will lead to filesystem hangs.That's a new nested loop. Please implement it as a loop. This is buggy  - i will lead to hangs if the filesystem is shutdown and there is a spurious wakeup that triggers this to go back to sleep.The shutdown check needs to break the sleep loop. That's racy. You can't drop the spin lock betweenxlog grant head wake() and xlog grant head wait(), because free bytes is only valid while while the spinlock is held.  Same for the ""wake all"" variable you added. i..e. while waking up the waiters, we could have run out of space again and had more tasks queued, or had the AIL tail move and now have space available. Either way, we can do the wrong thing because we dropped the lockand free bytes and wake all are now stale and potentially incorrect.That's another landmine. Just define the wakeq in the context where it is used rather than use a function wide variable that requires reinitialisation. Ok, what about wake all? You didn't convert that to use wake queues, and so that won't remove tickets for the granthead waiter list, and so those tasks will never get out of the new inner loop you added to xlog grant head wait(). That means filesystem shutdowns will just hang the filesystem and leave it unmountable. Did you run this through fstests? ",non-technical
"Thanks for your detailed review of the patch. I now have a betterunderstanding of what should and shouldn't be done. I have sent out amore conservative v2 patchset which, hopefully, can address the concerns that you raised",non-technical
"Can you please re-run and report the results for each patch on the ram disk setup? And, please, include the mkfs.xfs or xfs info output for the ramdisk filesystem so I can see /exactly/ how much concurrency the filesystems are providing to the benchmark you are running. 50GB is tiny for XFS. Personally, I've been using ~1PB filesystems(*) for the performance testing I've been doing recently... ",non-technical
"I like the idea and I think it's good direction to go, but could you please share some from perf stat or whatever you used to meassure the new performance?",non-technical
"Sorry but I don't like imposing a run-time check on everybody when stack-based requests are the odd ones out.  If we're going to make this a run-time check (I'd much prefer a compile-time check, but I understand that this may involve too much churn), then please do it for stack-based request users only. ",non-technical
"Sorry about being late, just returned home and am trying to get all the backlogs under control. I remember the PPP standard is a bit cloudy about the possible issue, but the latter indeed exists (the PPP state machine was written directly to STD-51). There is related (more visible in practice, though we aren't affected) issue of ""active"" vs ""passive"" mode (hdlc ppp.c is ""active"",and two ""passives"" wouldn't negotiate at all). Anyway the problem is real (though not very visible in practice, especially on relatively modern links rather than 300 or 1200 bps dialupconnections) and should be fixed. Looking at the patch, my first impression is it makes the code differ from STD-51 a little bit. On the other hand, perhaps applying it as is and forgetting about the issue is the way to go. Ideally, I think the negotiation failure should end up (optionally, inaddition to the current behavior) in some configurable sleep, then the negotiation should restart. If it's worth the effort at this point,I don't know. Perhaps I could look at this later, but no promises (this requires pulling on and setting up some legacy hardware). Anyway, since the patch is safe and can solve an existing problem.",non-technical
"I am not subscribed to LKML, please keep me CC'd on replies. I tried a simple test with several VMs (in my initial test, I have 48 idle 1-cpu 512-mb VMs and 2 idle 2-cpu, 2-gb VMs) using libvirt, none pinned to any CPUs. When I tried to set all of the top-level libvirt cpuc groups' to be co-scheduled the machine hangs. This is using cosched max level=1.There are several moving parts there, so I tried narrowing it down, by only coscheduling one VM, and thing seemed fine One thing that is not entirely obvious to me (but might be completely intentional) is that since by default the top-level libvirt cpu cgroups are empty. cat tasks the result of this should be a no-op, right? [This becomes relevant below] Specifically, all of the threads of qemu are in sub-cgroups, which do not indicate they are co-scheduling: When I then try to coschedule the second VM, the machine hangs. On the console, I see the same backtraces I see when I try to set all of the VMs to be coscheduled: am happy to do any further debugging I can do, or try patches on top of those posted on the mailing list.",non-technical
"There seems to be a disconnect between what I am trying to communicate and what I perceive you to have understood. I'll add comments below to try to make more clear what I'm trying to say.But first a general statement.  I understand that the intent of the patch wording is to allow use of email addresses in the tags of a patch submittal or git commit without being an unacceptable behavior.  I do not think that the words in the patch accomplish that goal.The patch says ""Publishing ... electronic address not ordinarily collected by the project, without explicit permission"".  (I think it is fair to abstract here with ""..."".)  This phrase specifies which email addresses can be published.  It does not specify in what casesthe email address can be published.  The desired goal is to be able to publish email addresses in patch and commit tags. Which email addresses are allowed to be published?  (This is the point of my original comment.)  To me, the patch wording is describing how I can determine whether I can put a specific email address in a tag in a patch that I submit or commit.  I can put an email address in a tag  if  it is ""ordinarily collected by the project"".This then leads my mental process down the path of the disclosures (from all of the companies that I do business with) that tell me what they are going to do with my personal information, such as my address.  (They usually plan to share it with the world for their financial benefit.) In that context, my personal information is not  public , but it is ordinarily collected  by the company.  I hope this provides some insight into what I am reading into ""ordinarily collected by the project"". My original comment was trying to provide the concept behind a way tocreate an alternate wording in the patch to define ""which email addresses"". Where are email addresses allowed to be published?  I do not understand the patch wording to address this at all. Trying to understand how you are understanding my comment vs what I intended to communicate, it seems to me that you are focused on the ""where allowed"" and I am focused on the ""which email addresses"". More clear?  Or am I still not communicating well enough? Permission vs exclusion is orthogonal to my comments. ""building linux"" is not the patch wording.  ""ordinarily collected by the project"" is a much broader universe. A very simplistic definition of public  could  be:- Visible on a project mail list that any one can subscribe to- Visible on a project mail list whose archive is available via the public internet- Visible on an interactive communication (""chat"") platform thatis open to the public internet- Published on a web page intended for public access (for example this could cover opt-in conference attendee lists and emails that conference presenters voluntarily place in their slides).- (I am guessing the above covers 97% or more of possible publicsources, but maybe there are some more common sources.) I'm sure that the professionals that deal with information privacy could provide better wording for the above list.  I am but an amateur in that field. Anything else collected by the project would not be considered public. For example, an email address provided in an email sent to me and not copied to any mail list would not be public.",non-technical
"I would really like to get an ack from the people who have been deep into this first.  If you can get that, and preferably resubmit with a less condescending changelog, I can pick it up.",non-technical
"is this patchset still an RFC or you really want to see this merged ASAP? If I am not mistaken there is still some work in progress trying to push all the SCP stuff? Lee, personally I have some concerns. Looks like the cros * family is increasing quickly lately and I am wondering if we are really doing well all this.To be honest, I'd like to take a deeper look before merge this, btw Ithought there was no hurry because of the RFC and I guess there are still some scp things that are missing. I might be wrong, and if that's not the case I can take a look deeper and the end of the week. ",non-technical
"You are missing a cover letter from this patch set. Please have it inv2. Also use tag ""selftests/tpm2"" instead of having two tags in the short summaries. Now they look a bit weird. ",non-technical
This is phenomenal. Thank you so much for digging into this. I'm hoping this will greatly reduce the risk of future leakage.,non-technical
"I mean the level of a resource in IOMEM tree (the one that's printed from this). 1-st level means its parent is root and so on. If it's not a problem anymore IIUC, can we revert the change as it still breaks. for the reasons I described above? Nothing prevents - true, but that's plainly wrong from OS point of view to grab physical ranges for something without knowing what's actually behind on that platform. I think we shouldn't consider this as a valid thing to do and don't try to work around initially incorrect code.",non-technical
"How do you plan to handle the external references? For example, the following LWN articles has a link this file:",non-technical
"IMO symlinks are mostly ending in a mess, URLs are never stable.There is an object to handle such requirements. Take a look at *intersphinx* to see how it works:  Each Sphinx HTML build creates a file named objects.inv thatcontains a mapping from object names to URIs relative to the HTML set€™s root. This means articles from external (like lwn articles) has to be recompiled. Not perfect, but a first solution. I really like them, factually valuable comments .. please express your concern so that we have a chance to move on. I think that's a pity.-",non-technical
"So I hate this rst crap with a passion, so NAK from me.",non-technical
"How  do you think my patch? As you see, he think my patch is ok to be accepted. But if you have a better idea to fix it, I am glad to see it. Anyway, this issue have to be fixed. Denis DU Denis Du writes:Sorry about being late, just returned home and am trying to get all the backlogs under control. I remember the PPP standard is a bit cloudy about the possible issue, but the latter indeed exists (the PPP state machine was written directlyto STD-51). There is related (more visible in practice, though we aren't affected) issue of ""active"" vs ""passive"" mode (hdlc ppp.c is ""active"",and two ""passives"" wouldn't negotiate at all). Anyway the problem is real (though not very visible in practice, especially on relatively modern links rather than 300 or 1200 bps dialup connections) and should be fixed. Looking at the patch, my first impression is it makes the code differ from STD-51 a little bit. On the other hand, perhaps applying it as is and forgetting about the issue is the way to go.Ideally, I think the negotiation failure should end up (optionally, in addition to the current behavior) in some configurable sleep, then the negotiation should restart. If it's worth the effort at this point,I don't know. Perhaps I could look at this later, but no promises (this requires pulling on and setting up some legacy hardware). Anyway, since the patch is safe and can solve an existing problem.",non-technical
"A version of this patch has been queued by Catalin. Now that the cpu feature bits are queued, I think this can be split up into two separate series for v4.16-rc1, one to tackle NOTIFY SEI and the associated plumbing. The second for the KVM 'make SError pending' API. I didn't sign-off this patch. If you pick some bits from another version and want to credit someone else you can 'CC:' them or just mention it in the commit-message. Irrelevant-Nit: sys-regs usually have a 'SYS ' prefix, and are in instruction encoding order lower down the file.(These PSTATE PAN things are a bit odd as they were used to generate and instruction before the fancy helpers were added). Bits of this are spread between patches 5 and 6. If you put them in the other order this wouldn't happen.(but after a rebase most of this patch should disappear) So this writes an impdef ESR, because its the existing code-path in KVM. And then you overwrite it. Which is a bit odd as there is a helper to do both in one go: How come you don't use this in this?",non-technical
"For do you report a speed of 2500Mbps through eth tool, or are you reporting 1000Mbps?  I don't see any code in this patch that deals with that.--RMK's Patch system broadband for 0.8mile line in suburbia: sync at 8.8Mbps down 630kbps up According to speedtest.net.",non-technical
"Can you please use a consistent name space? retpoline  ... or such?I really don't like fiddling with that variable. That's just hackery. The variable reflects the actual enabled mitigation state of the kernel proper. That'll break once we get other mitigation variants.These newlines are there to separate stuff for readability sake. This really can be done in a cleaner way. That only needs one function and that one can take care of setting avariable in the spectre code which then influences the sysfs output. And that output should not be ""Vulnerable"" like you force with the hackabove. It actually should tell WHY it is vulnerable despite having had protection in place before the module was loaded. ",non-technical
I didn't get any response to a comment I've written about the pointabove during the previous patch iteration. The old code set this bit in any mode other than AC'97 ,non-technical
This does not make sense vs. the documentation: This should say:And I really have to ask whether this should be named  GLOBAL  instead of SHARED . Hmm?,non-technical
"Again, 'boutside' protection ...Other than that.",non-technical
"The timer is supposed to restart the protocol again, that's how this whole thing is designed to work.I think you are making changes to the symptom rather than the true cause of the problems you are seeing. Sorry, I will not apply this until the exact issue is better understood.Thank you.",non-technical
"I cannot apply a patch which has been corrupted by your email client like this. Please send it properly again, plain ASCII text, and no trasnformations by your email client. You should send the patch to yourself and try to apply the patch you receive, do not send to the list until you can pass the test properly. Do not use attachments to fix this problem, the patch must be inline after your commit message and signoffs. Please read Documentation for more information. Thank you.",non-technical
"Ok, I check the source code again. It have nothing to do with the interrupts, it is related how the hdlc.c is implemented. It will do nothing, not start any new protocol and thus the timer.My case is the carrier always good, but protocol will fail due to perfect noise, and this issue was found and complained by our customers. So it is not my theory guessing, it is a real problem. ",non-technical
"Please don't put plain-text files into core-api - that's a directory full of RST documents.  Your document is 99.9% RST already, better to just finish the job and tie it into the rest of the kernel docs. We might as well put the SPDX tag here, it's a new file. This is all good information, but I'd suggest it belongs more in the 0/npatch posting than here.  The introduction of *this* document should say what it actually covers.This seems like a relevant and important aspect of the API that shouldn't be buried in the middle of a section talking about random things.So one gets this far, but has no actual idea of how to do these things. Which leads me to wonder: what is this document for?  Who are you expecting to read it?You could improve things a lot by (once again) going to RST and using directives to bring in the kerneldoc comments from the source (which, I note, do exist).  But I'd suggest rethinking this document and itsaudience.  Most of the people reading it are likely wanting to learn how to *use* this API; I think it would be best to not leave them frustrated. ",non-technical
"Thanks for the review and apologies for the delay. Replies inlined below. ]okok, this is all new stuff to me ... I suppose I should do it also for all the other new files I create But what is the license for the documentation? It's not code, so GPL seems wrong. Creative commons? I just noticed a patch for checkpatch.pl about SPDX and asked the same question there. I'll move it to the Use section.[...]I will add a reference to the self test file. In practice it can also work as example.ok, the example route should be more explicative.--thanks again for the review.",non-technical
"Relatively significant? I do not object to your comment, but in practice i see that:- vmalloc is used relatively little- allocations do not seem to be huge- there seem to be way larger overheads in the handling of virtual pages  (see my proposal for the LFS/m summit, about collapsing struct   vm struct and struct vmap area) Can you please point me to this function/macro? I don't seem to be able to find it, at least not in 4.15 During hardened user copy permission check, I need to confirm if the memory range that would be exposed to userspace is a legitimate sub-range of a pmalloc allocation. So, I start with the pair (address, size) and I must end up to something I can compare it against. The idea here is to pass through struct page and then the relatedvm struct/vmap area, which already has the information about the specific chunk of virtual memory. I cannot comment on your proposal because I do not know where to find the reference you made, or maybe I do not understand what you mean ",non-technical
You can't do it this simply as it will cause deadlock due to nested locking of the buf lock. To share the lock you will need to provide unlocked versions of the read and write functions and use those if the lock has already been taken.,non-technical
Ok. I've looked at your patch for way too long now and still don't see how you've shown it to be correct. Shouldn't there be a at least a comment to explain why zero is an appropriate initialization value in that case?,non-technical
Are you moving checks from the core subsystem to drivers ? This looks really nonsensical and the commit message doesn't explain the rationale for that at all.,non-technical
"This makes no sense, cfr my comment on 5/5. Seems like if the driver doesn't implement those, the core can easily detect that and perform the necessary action. Moving the checks out of core seems like the wrong thing to do, rather you should enhance the checks in core if they're insufficient in my opinion.",non-technical
"The core can very well check if these functions are not populated and return ENOSYS So you remove all NULL pointer checks ? Esp. in security-sensitive code? What is the impact of this non-critical path code on performance? Come on ...You can very well impose that in the core, except you don't duplicate the code.",non-technical
"Why you want checks for something that not exist ? Those without them will not work and will do Oops in crypto testmgr,so such drivers should not be used nor accepted in drivers/crypto Ask yourself why crypto do not check for NULL in ahash digest or other required ahash functions. Now size of crypto core is reduced.-",non-technical
"Are you suggesting that the kernel code should NOT perform NULL pointerchecks ? Are you suggesting each driver should implement every single callback available and if it is not implemented, return -ENOSYS ? This looks like a MASSIVE code duplication. You implemented the same code thrice, it surely is not reduced.",non-technical
"You can compile kernel with generic config and at that point you have all the duplicated code stored on your machine. But this discussion is moving away from the point I was concerned about -- that this patchset increases  code duplication and I find this wrong. It does NOT reduce the binary size, just try compiling all the drivers in and it will make the kernel bigger.",non-technical
"It is source code duplication. One do not load all crypto drivers at once, simple because one board has only one crypto HW (or few closely related), and if one even try, almost none of them will initialize on given hardware. E.g. on Exynos board only exynos drivers will load, on board with omap crypto only omap crypto will load. As I said above, it reduces binary size at cost of more source code in few drivers.",non-technical
"wrote: Then, I am wondering why we are holding mmap sem when calling migrate pages() in existing code. Sorry, I missed that. If mmap sem is not needed for migrate pages(), please ignore this patch.",non-technical
Use normal patch styles. Fix your tools before you send any more patches.,non-technical
"While we do not mind cleanup patches, the way you post them (one fix per file) is really annoying and takes us too much time to review. I'll take the ""Fix a possible null pointer"" patch since it is an actual bug fix, but will reject the others, not just this driver but all of them that are currently pendingin our patchwork. Feel free to repost, but only if you organize the patch as either fixing the same type of issue for a whole subdirectory (media/usb, media/pci, etc) or fixing all issues for a single driver. Actual bug fixes (like the null pointer patch in this series) can still be posted as separate patches, but cleanups shouldn't. So in this particular case I would expect two omap vout patches: one for the bug fix, one for the cleanups. Just so you know, I'll reject any future patch series that do not follow these rules. Just use common sense when posting these things in the future. I would also suggest that your time might be spent more productively if you would work on some more useful projects. There is more than enough to do. However, that's up to you.",non-technical
Would you like to answer my still remaining questions in any more constructive ways? ,non-technical
"I did that: either one patch per directory with the same type of change, or one patch per driver combining all the changes for that driver. Yes, and you were told not to do it like that again.",non-technical
Are you going to answer any of my remaining questions in a more constructive way? ,non-technical
Do any contributors get into the mood to take another look at software updates from my selection of change possibilities in a more constructive way? Do you need any additional development resources?,non-technical
"One last time: either post per-driver patches with all the cleanups for a driver in a single patch, or a per-directory patch doing the same cleanup for all drivers in that directory. I prefer the first approach, but it's up to you. We don't have the time to wade through dozens of one-liner cleanup patches. I don't understand what is so difficult about this.",non-technical
"I preferred to offer source code adjustments according to specific transformation patterns mostly for each software module separately (also in small patch series).I am curious if bigger patch packages would be easier to get accepted. Or would you get frightened still by any other change combination? We have got different preferences for a safe patch granularity. I imagine that there are more development factors involved. It is usual that integration of update suggestions will take some time. How would the situation change if I would dare to regroup possible update steps? There are communication difficulties to consider since your terse information from your conference meeting.If you would insist on patch squashing, would you dare to use a development tool like also on your own once more? ",non-technical
I find such a change combination unsafe. Would you dare to apply any (of my) scripts for the semantic patch language directly on the whole directory for multi-media software? Can you handle bigger patches really better than similar patch series? Are there any further possibilities to consider around consequences from a general change resistance? Will any development (or management) tools like make the regrouping of possible update steps more convenient and safer? ,non-technical
Interesting Would you like to share any more information from this meeting? I would appreciate further indications for a corresponding change acceptance. I found a feedback by Mauro Carvalho Chehab more constructive.,non-technical
Thanks for testing this and letting me know.,non-technical
I find it very surprising that you rejected 146 useful update suggestions so easily. What does this software area make it so special in comparison to other Linux subsystems?* Have you taken any other solution approaches into account than  a quick rejection?* Could your reaction have been different if the remarkable number of  change possibilities were sent by different authors (and not only me)?* How should possibly remaining disagreements about affected implementation  details be resolved now?* Are you looking for further improvements around development tools  like patchwork and quilt?* Will you accept increasing risks because of bigger patch sizes?* Can such an information lead to differences in the preferred patch granularity?* How do you think about this detail? How would you ever like to clean up stuff in affected source files which was accumulated (or preserved somehow) over years? I guess that this handling will trigger more communication challenges.Our common sense seems to be occasionally different in significant ways. I distribute my software development capacity over several areas. Does your wording indicate a questionable signal for further contributions? ,non-technical
"Wait, what?  Why would it do that, because it thinks dereferencing NULL is undefined behaviour and it can just do whatever it wants to? That feels crazy, as for these calls we ""know"" it will never be NULL because the previous call to debug fs file get() will always ensure it will be correct. So this is a case of the compiler trying to be smarter than it reallyis, and getting things totally wrong :(Has anyone reported this to the clang developers?Papering over compiler foolishness is not something I like to do in kernel code if at all possible...",non-technical
"A: Because it messes up the order in which people normally read text. Q: Why is top-posting such a bad thing? A: Top-posting. Q: What is the most annoying thing in e-mail?A: No. Q: Should I include quotations after my reply? Then fix the tool, the C code is correct :) Then tell clang not to do that, like we tell gcc not to do that as that is a foolish thing for a compiler to do when building the kernel. ",non-technical
"Wait, clang does not have that?  That's crazy, how has this not been hit yet when building the kernel? ",non-technical
Choose one of those two. Better to keep in order. Ditto. What's wrong with dev info() ? Hmm... Can't you use devm ioremap resources() to get the virtual address for I/O ? When you use explicit casting in printf() you are doing in 99.9% cases something wrong. Noise.,non-technical
"How many times are we going to allow copy-and-pasting the same driver? Last time we wanted to modify the Rockchip driver, we were told ""consolidate"", because ST had already forked our driver. This nearly halted all progress. I'm going to be real disappointed if we see another fork get merged.(IOW, I would say ""over my dead body,"" but I have no power here.) And why can't you use DRM? ",non-technical
"...wait a second...this looks like it's a u-boot driver. There's a surprising amount of similarity between U-boot and Linux drivers (no coincidence I'm sure), including headers.Since when do U-Boot patches go to LKML and dri-devel? Anyway, I'll try my best to ignore this series.",non-technical
"meta comment (i.e., not about the merits of the patch itself): You'll need to send the patch to someone if you want it to be merged. Maintainers don't mine mailing lists for patches to apply.",non-technical
"They've been dropped.  BUT please do note that the patches I pushed tolinux-dm.git were rebased on top of the 'check at most once' patch. I never did get an answer about how the sg array is free'd in certain error paths (see ""FIXME:"" in the 2nd patch). Also, I fixed some issues I saw in error paths, and lots of formatting. I'll be pretty frustrated if you submit v2 that is blind to the kinds of changes I made. I'll send you a private copy of the patches just so you have them for your reference. ",non-technical
"Is this include needed ? Please use bool.I am quite completely missing how the two functions above are different. There is a lot of duplication in those functions. Would it be possible to find common code and use functions for it instead of duplicatingeverything several times ? What if nothing is found ? FWIW, it might be better to pass channel as parameter. What if it didn't find a core ? This attribute should not exist. How does this make sense ? Am I missing something, or is the same temperature reported several times ? tjmax is also reported as this, for example. There is again a lot of duplication in those functions. Can this be made less magic with some defines ? Does this mean there will be an error message for each non-supported CPU? Why? this is not an error, and should not result in an error message. Besides, the error can also be propagated from peci core code, and may well be something else. Then what ? Shouldn't this result in probe deferral or something more useful instead of just being ignored? FWIW, this should be two separate patches. Needed ? It might make sense to provide the duplicate functions in a core file. This again looks like duplicate code. Please handle error cases first. More duplicate code.One set of ( ) is unnecessary on each side of the expression. Why is this ""invalid"", and why does it warrant an error message ? ?Or the peci command failed. ?",non-technical
"Cool. I would say this is done right. How about writing an i2c bus driver which sits directly on top ofanother i2c bus? Basically a one port i2c mux. The current mux code does not seem to directly allow it, since itcalls i2c transfer() directly on the parent, where as you want it to call your own i2c transfer function. But maybe you could expended the core mux code to allow the i2c mux core structure to contain a transfer function?",non-technical
