thread_id,email_id,email_code,previous_email_id,previous_email_body,previous_email_code
402510,414000,uncivil,413936,"Alexey,    Just to make it clear. I'm not against separate settings at all. But I'm against adding knobs for every PMU the kernel supports wholesale without analysis and documentation just because we can and somebody wants it.  Right now we have a single knob, which is poorly documented and that should be fixed first. But some googling gives you the information that allowing unprivilegded access is a security risk. So the security focussed sysadmin will deny access to the PMUs no matter what.  Now we add more knobs without documentation what the exposure and risk of each PMU is. The proposed patch set does this wholesale for every PMU supported by the kernel. So the GPU user will ask the sysadmin to allow him access. How can he make an informed decision? If he grants it then the next user comes around and wants it for something else arguing that the other got it for the GPU already. How can he make an informed decision about that one?  We provide the knobs, so it's also our responsibility towards our users to give them the information about their usage and scope. And every single PMU knob has a different scope.  The documentation of the gazillion of knobs in /proc and /sysfs is not really brilliant, but we should really not continue this bad practice especially not when these knobs have potentially security relevant implcations. Yes, I know, writing documentation is work, but it's valuable and is appreciated by our users.  To make this doable and not blocked by requiring every PMU to be analyzed and documented at once, I suggested to make this opt-in. Do analysis for a given PMU, decide whether it should be exposed at all. If so, document it proper and flip the bit. That way this can be done gradually as the need arises and we can exclude the riskier ones completely.  I don't think this is an unreasonable request as it does not require the i915 folks to look at PMUs they are not familiar with and does not get blocked by waiting on every PMU wizard on the planet to have time.  Start with something like Documentation/admin-guide/perf-security.rst or whatever name fits better and add a proper documentation for the existing knob. With the infrastructure for fine grained access control add the general explanation for fine grained access control. With each PMU which opt's in for the knob, add a section with guidance about scope and risk for this particular one.",technical
402510,414266,uncivil,414076,"Ah, I guess the answer is 0"", since you want to see data about what other users are doing.  Does the i915 PMU expose sampling events, counting events, or both? The thing about sampling events is that they AFAIK always let the user pick arbitrary data to collect - like register contents, or userspace stack memory -, and independent of the performance counter being monitored, this kind of access should not be permitted to other contexts. (But it might be that I misunderstand how perf works - I'm not super familiar with its API.)""",technical
410867,414489,uncivil,410867,"The method ndo_start_xmit() is defined as returning an 'netdev_tx_t', which is a typedef for an enum type, so make sure the implementation in this driver has returns 'netdev_tx_t' value, and change the function return type to netdev_tx_t.  Found by coccinelle",technical
422694,423291,uncivil,422694,"In preparation to enabling -Wimplicit-fallthrough, mark switch cases where we are expecting to fall through.  Notice that in this particular case, I replaced ...and fall through."" with a proper ""fall through"", which is what GCC is expecting to find.  Addresses-Coverity-ID: 1462408 (""Missing break in switch"") ",technical
422694,428645,uncivil,428602,"Thanks, Jonathan. Below are some examples of cases in which the fall-through warning turned out to be an actual bug:  So, yeah. This effort is worth it.",technical
424089,424518,uncivil,424089," During testing, I have configured 128 md/raid1's and, while under heavy IO, I started a check on each of them. The CPU utilization went through the ceiling and when looking for the cause (with 'perf top'). I've discovered that ~50% of the time was spend in memcmp() called from process_checks().  With this patch applied, it drops to 4% - 10%.",technical
467091,471421,uncivil,470763,"My point is, I don't get the relationship between your patch and secondary-master/slave-mode support.   I maintain that functionally, I3C is closer to USB than I2C. That does not mean that it's competing with USB performance-wise, it just means that the SW stack is likely to resemble the USB one (probably a bit simpler, at least at the beginning).    Look at the bus discovery mechanism, the notion of DCR (close to the concept of USB class), or the fact that each dev has a unique manufacturer+PID pair (which resemble the product/vendor ID concept) that allows us to easily bind a dev to a driver without requiring a static description.   That's called USB OTG. Okay, to be fair, it's not exactly the same, and the mastership handover in I3C is probably more complex than what we have with USB OTG (I'm not a USB expert, so I might be wrong here).   Maybe.   So you have such a dual-role controller? I mean, Cadence IP has a dummy GPIO mode in its Master IP when is operating in slave mode (secondary master, or main master after it's released the bus), but I'm not sure this was designed for anything else but testing.  What I call a slave controller would be something that lets you reply to SDR/DDR transactions or fill a generic regmap that would be exposed to other masters on the bus. This way we could implement generic slave drivers in Linux (the same way we have gadget drivers). Anything else is likely to be to specific to be exposed as a generic framework.   Hm, not sure I like this idea either. So I see 2 options:  1/ put all controller drivers (both master and slave ones) in a common  directory as you suggest, and prefix them    correctly  2/ place them in separate directories: drivers/i3c/{master,slave,dual}  I'm fine either way.   I think I understand your concerns now, but only because you started to mention a few things that were not clearly stated before (at least, I didn't understand it this way), like the fact that your controller (and probably others too) supports dual-role, or the fact that you plan to expose your IP through the PCI bus.",technical
467091,471458,uncivil,471421,"Hi Boris     The major feature close to USB is this one and it can be found in others  protocols (standardization process).  Just to close this topic I3C vs USB, IMO it's wrong to pass the message  that the I3C is closer to USB than I2C even more because I3C support the  I2C on the fly.     Sorry, with the proliferation of sensors I cannot see a multi master  sensor network based on USB.     Yes, we already talked about secondary master support.     I would bet to do something like in i2c, we don't need the same level of  complexity found in USB.     I agree with the controller folder but not with prefix. Please check  what is already in the kernel.     In this case and taking what is already in the kernel it will be  drivers/i3c/{master, slave, dwc, other with the same architecture as dwc}.     I miss to mention PCI but since the beginning refer the slave and the  common part.  Splitting the driver is something that soon or later I will have to do.  If you prefer later I'm ok with that.   I think this discussion is starting to be counterproductive with arguing  of both parts. Unfortunately I don't see anyone given their inputs too.  To be clear, the subsystem is nice and I working with daily. As I said  this is something that I dealing now and I'm telling what I think that  is not correct.",uncivil
467091,479249,uncivil,478983,"Hi Boris,   Sorry for the delayed response.      I think this should be discuss in another thread. Do you agree?     Yes, that was what I trying to tell you. For me this might be the best  option.  I would like to avoid having dual role i3c driver in a master folder.     I don't disagree, and for those that have more than one file they should  be in a folder, right?  What prefix do you have in mind for those files inside a folder?     No, it's not. But as you can see to slipt the driver in parts this  subject has some relevance.",technical
476403,477115,uncivil,476592,Adding the current maintainers on CC.  ,technical
476403,477136,uncivil,477115,So I strongly disagree with this. Anybody that has trouble with 0/1 vs false/true needs to stay the heck away from C.  I would suggest we delete that stupid coccinelle scripts that generates these pointless warns.,uncivil
476403,478120,uncivil,477173,"Personally, I would prefer that assignments involving boolean variables use true or false.  It seems more readable.  Potentially better for tools as well.  But if the community really prefers 0 and 1, then the test can be deleted.",technical
498594,573986,uncivil,573878,"Ping? Jonathan, can you pick this up?  ",technical
498594,573990,uncivil,573986,What's advertisement there?   Huch? Care to tell what's a lie instead of making bold statements?,uncivil
498594,574206,civil,573990,"No problem here, no performance issues, nothing to be seen unless you are running VM.""   Take a care to look at the patch I submitted?  Lie:  # A system with an up to date kernel is protected against attacks from # malicious user space applications.  3GB system running 32bit kernel is not protected. Same is true for for really big 64bit systems.  If I do what dmesg suggests, this becomes untrue:  # The Linux kernel contains a mitigation for this attack vector, PTE # inversion, which is permanently enabled and has no performance # impact.  Limiting memory to 2GB _is_ going to have severe performance impact. ",uncivil
498594,574882,uncivil,574206,"I would really like to get an ack from the people who have been deep into this first.  If you can get that, and preferably resubmit with a less condescending changelog, I can pick it up.",civil
498594,576302,uncivil,574882,"Pavel,    I agree that this statement is incorrect.  Calling this a lie is a completely unjustified personal attack on those who spent quite a lot of time on writing up documentation in the first place. It's suggesting that this document was written with malicious intent and the purpose of deceiving someone. Care to explain why you are assuming this to be the case?   Sure. That still does not justify the changelog"" you provided.   It's interesting that quite some people were actually happy about that document. Sorry, that we weren't able to live up to your high standards.   What is the advertisement part again?   It's a document targeted at system administrators and it definitely should not be buried somewhere in Documentation/x86. As there are more documents being worked on for the other issues, I have a patch ready which moves that stuff into a separate hardware vulnerabilities folder in the admin-guide.  FWIW, to the best of my knowledge the documentation about writing changelogs is neither incorrect nor is it optional to adhere to it.   The 'Affected processors' section right below this is very clear about this being an Intel only issue (for now). So what exactly is the point of this change?   On x86-32? That's incorrect, because there are a lot of x86-32 systems which are not affected. Also it has nothing to do with the bit-width of the hardware. A 32bit kernel booted on a 64bit capable CPU has the same issue. For further correctness, this needs to mention that !PAE enabled kernels cannot do PTE inversion at all.   The 2G limitation is not a general limitation. The limitation depends on the number of physical address bits supported by the cache (not the number of physical address bits exposed as pins) and is definitely not hardcoded to 2G. Just because your machine emits the 2G number does not make it universally correct. On a system with 36bit physical address space the limit is 32G and on some CPUs that's actually wrong as well, see: override_cache_bits().  Quoting yourself:   Where is the explanation for the 'really big 64bit systems' issue for correctness sake?""",uncivil
498594,590551,uncivil,576302,"So how should it be called? I initially used less strong words, only to get Care to tell what's a lie instead of making bold statements?"" back. Also look at the timing of the thread.   Ok, now can we have that document updated to meet the standards?   Making it very clear from the beginning this is x86-only issue. Yes, you can kind-of figure it out from the next section... except for Intel StrongArm.  Next sentence speaks about ""present bit"" of ""page table entry"". That may be confusing for people familiar with other architectures, which may not have such bit. We should mention this is x86 before using x86-specific terminology.   Ok.   I don't know the detailed limits for each system, what about this?  Terminal Fault  1 Terminal Fault is a hardware vulnerability which allows unprivileged -speculative access to data which is available in the Level 1 Data Cache -when the page table entry controlling the virtual address, which is used -for the access, has the Present bit cleared or other reserved bits set. +L1 Terminal Fault is a hardware vulnerability on most recent Intel x86 +CPUs which allows unprivileged speculative access to data which is +available in the Level 1 Data Cache when the page table entry +controlling the virtual address, which is used for the access, has the +Present bit cleared or other reserved bits set.    Affected processors  Attack scenarios     deterministic and more practical.       The Linux kernel contains a mitigation for this attack vector, PTE -   inversion, which is permanently enabled and has no performance -   impact. The kernel ensures that the address bits of PTEs, which are not -   marked present, never point to cacheable physical memory space. - -   A system with an up to date kernel is protected against attacks from -   malicious user space applications. +   inversion, which has no measurable performance impact in most +   configurations. The kernel ensures that the address bits of PTEs, +   which are not marked present, never point to cacheable physical +   memory space. For mitigation to be effective, physical memory needs +   to be limited in some configurations. + +   Mitigation is present in kernels v4.19 and newer, and in +   recent -stable kernels. PAE needs to be enabled for mitigation to +   work.    2. Malicious guest in a virtual machine  ]",uncivil
498594,770007,uncivil,590551,"Pavel,    You called it a lie from the very beginning or what do you think made me tell you that? Here is what you said:   Nice try.   What is 'the standards'? Your's or is there a general agreement?   It's pretty clear, but yes admittedly we forgot to mention that Intel StrongARM is not affected. That's truly important because its widely deployed in the cloud space and elsewhere.   X86 terminology? Care to check how pte_present() is implemented across the architectures? Most of them use the PRESENT bit naming convention, just a few use VALID. That's truly confusing and truly x86 specific.   It's not about detailed limits for particular systems. It's about the way the limit is determined on certain class of systems. And that can be deduced from the code.  If you want to provide more accurate documentation then you better come up with something which is helpful instead of completely useless blurb like the below:   How is the admin going to figure that out? What kind of systems might be affected by this?   No. The mitigation is available when the kernel provides it. Numbers are irrelevant because that documentation has to be applicable for stable kernels as well. And what is a recent -stable kernel?  Also the PAE part needs to go to a completely different section.",uncivil
511533,512783,uncivil,511533,Remove unusual_cypress.h which is included more than once. ,technical
521470,533953,civil,533830,"Just to clarify to the new Cc'ed list, I'm waiting on one of the Chromium guys to review before I put my mucky paws over it. ",technical
522705,522783,uncivil,522702,"To enable the use of dlock-list in an interrupt handler, a new irqsafe mode can now be specified at dlock-list allocation time as an additional argument to alloc_dlock_list_heads(). With that mode specified, the spin_lock_irqsave/spin_unlock_irqrestore pair will be used instead of the regular lock and unlock calls. There is a slight chance that the list may become empty just  	 * before the lock is acquired. So an additional check is --",technical
539613,546296,civil,539614,"Three new tests added: 1. Send get random cmd, read header in 1st read, read the rest in second    read - expect success 2. Send get random cmd, read only part of the response, send another    get random command, read the response - expect success 3. Send get random cmd followed by another get random cmd, without    reading the first response - expect the second cmd to fail with -EBUSY ",technical
539613,546377,uncivil,546296,You are missing a cover letter from this patch set. Please have it in v2. Also use tag instead of having two tags in the short summaries. Now they look a bit weird.  ,civil
541450,541515,uncivil,541509,"Copy_from_user should be safe to copy an arbitrary amount, the only restriction is that optlen can't exceed the size of the buffer receiving the data in the kernel.  From that standpoint your patch is safe.  However,  that exposes the problem of checking any tail data on the userspace buffer.  That is to say, if you want to ensure that any extra data that gets sent from userspace isn't 'set', you would have to copy that extra data in consumable chunks and check them individually, and that screams DOS to me (i.e. imagine a user passing in a 4GB buffer, and having to wait for the kernel to copy each X sized chunk, looking for non-zero values).",technical
541450,541516,uncivil,541515,"I'm not sure that forcing a library on users is a good reason to break UAPI.   The patch is going into the latest, but can also be backported on future stables. I don't think not fixing it because it's not fixed yet"" is a good reason to keep things the way they are. But maybe that's just me. Given that the structure has already been extended several times, there is pretty much nothing to keep this from happening again and again.   --""",uncivil
541450,542126,uncivil,541519,"And I was just reminded about huge pages. But still, my point of finding a compromise still stands.",technical
541450,543076,uncivil,542900,More confusing than I intended...  With the current kernel and headers a 'new program' (one that needs the new options) will fail to run on an old kernel - which is good. However a recompilation of an 'old program' (that doesn't use the new options) will also fail to run on an old kernel - which is bad.  Changing the kernel to ignore extra events flags breaks the 'new' program.  Versioning the structure now (even though it should have been done earlier) won't change the behaviour of existing binaries.  However a recompilation of an 'old' program would use the 'old' structure and work on old kernels. Attempts to recompile a 'new' program will fail - until the structure name (or some #define to enable the extra fields) is changed.  Breaking compilations is much better than unexpected run-time behaviour. ,technical
541450,544269,uncivil,543076,"I disagree with this, at least as a unilateral statement.  I would assert that an old program, within the constraints of the issue being discussed here, will run perfectly well, when built and run against a new kernel.  At issue is the size of the structure sctp_event_subscribe, and the fact that in several instances over the last few years, its been extended to be larger and encompass more events to subscribe to.  Nominally an application will use this structure (roughly) as follows:  Assume this code will be built and run against kernel versions A and B, in which: A) has a struct sctp_event_subscribe with a size of 9 bytes B) has a struct sctp_event_subscribe with a size of 10 bytes (due to the added field sctp_sender_dry_event)  That gives us 4 cases to handle  1) Application build against kernel A and run on kernel A.  This works fine, the sizes of the struct in question will always match  2) Application is built against kernel A and run on kernel B.  In this case, everything will work because the application passes a buffer of size 9, and the kernel accepts it, because it allows for buffers to be shorter than the current struct sctp_event_subscribe size. The kernel simply operates on the options available in the buffer.  The application is none the wiser, because it has no knowledge of the new option, nor should it because it was built against kernel A, that never offered that option  3) Application is built against kernel B and run on kernel B.  This works fine for the same reason as (1).  4) Application is built against kernel B and run on kernel A.  This will break because the application is passing a buffer that is larger than what the kernel expects, and rightly so.   The application is passing in a buffer that is incompatible with what the running kernel expects.  We could look into ways in which to detect the cases in which this might be 'ok', but I don't see why we should bother, because at some point its still an error to pass in an incompatible buffer.  In my mind this is no different than trying to run a program that allocates hugepages on a kernel that doesn't support hugepages (just to make up an example).  Applications built against newer kernel can't expect all the features/semantics/etc to be identical to older kernels.  It shouldn't.  Assuming you have a program built against headers from kernel B (above), if you set a field in the structure that only exists in kernel B, and try to run it on kernel A, you will get an EINVAL return, which is correct behavior because you are attempting to deliver information to the kernel that kernel A (the running kernel) doesn't know about.  That's correct behavior.  I won't disagree about the niceness of versioning, but that ship has sailed.  To be clear,  this is situation (1) above, and yeah, running on the kernel you built your application against should always work from a compatibility standpoint.   Yes, but this is always the case for structures that change.  If you have an application built against kernel (B), and uses structure fields that only exist in that version of the kernel (and not earlier) will fail to compile when built against kernel (A) headers, and that's expected.  This happens with any kernel api that exists in a newer kernel but not an older kernel.  Any time you make a system call to the kernel, you have to be prepared to handle the resulting error condition, that's not unexpected.  To assume that a system call will always work is bad programming practice.  ",uncivil
546823,547238,uncivil,547224,Basic C programming course:   The prototype must be available before the declaration of the global  function.  Oh well....,technical
571417,571702,civil,571698,Agreed... it seems fishy at least.  --  Sent from my Android device with K-9 Mail. Please excuse my brevity.,technical
72369,470502,uncivil,470438,"What do you mean by 1st and 2nd level?     Pretty much. (3) is true in the sense that memory is first allocated from hostmem_resource (which is non-dom0 RAM).    Not anymore, as far as that particular commit is concerned, but that's because of 03a551734 (x86/PCI: Move and shrink AMD 64-bit window to avoid conflict"") which was introduced after balloon patch. IIRC there were some issues with unrelated to balloon.    The concern is that in principle nothing prevents someone else to do exact same thing fa564ad96366 did, which is grab something from right above end of RAM as the kernel sees it. And that can be done at any point.   ",technical
